Unnamed: 0,year,season,team_a,team_b,kickoff_dome,kickoff_weather_summary,kickoff_temperature,kickoff_feels_like,kickoff_wind,kickoff_humidity,kickoff_visibility,kickoff_barometer,kickoff_dew_point,kickoff_cloud_cover,kickoff_precipitation_prob,q2_dome,q2_weather_summary,q2_temperature,q2_feels_like,q2_wind,q2_humidity,q2_visibility,q2_barometer,q2_dew_point,q2_cloud_cover,q2_precipitation_prob,q3_dome,q3_weather_summary,q3_temperature,q3_feels_like,q3_wind,q3_humidity,q3_visibility,q3_barometer,q3_dew_point,q3_cloud_cover,q3_precipitation_prob,q4_dome,q4_weather_summary,q4_temperature,q4_feels_like,q4_wind,q4_humidity,q4_visibility,q4_barometer,q4_dew_point,q4_cloud_cover,q4_precipitation_prob
602,2014,12,TEN,PHI,N,Mostly Cloudy,,,6mi South,35.0,10.0,30.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,2014,12,ARI,SEA,N,Partly Cloudy,,,6mi South,62.0,10.0,30.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,2014,12,NYJ,BUF,Y,Overcast and Breezy,,,21mi West - SouthWest,63.0,10.0,29.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,2014,12,DET,NE,N,Fair,,,6mi West - SouthWest,41.0,10.0,30.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,2014,12,JAX,IND,Y,Light Rain Fog/Mist,,,9mi SouthEast,92.0,1.0,29.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,2014,12,CIN,HOU,N,Fair,,,14mi SouthWest,50.0,10.0,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,2014,12,MIA,DEN,N,Showers in Vicinity,,,7mi North - NorthEast,52.0,20.0,29.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,2014,12,NYJ,BUF,Y,Overcast and Breezy,,,21mi West - SouthWest,63.0,10.0,29.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,2014,12,CLE,ATL,Y,Thunderstorm Heavy Rain Fog/Mist,,,10mi East - NorthEast,93.0,3.0,29.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,2014,12,TB,CHI,N,Light Rain,,,10mi South,86.0,10.0,29.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,2014,12,DAL,NYG,N,Fair,,,0mi North,58.0,10.0,30.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,2014,12,LAR,LAC,N,,,,3mi South,58.0,10.0,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,2014,12,ARI,SEA,N,Partly Cloudy,,,6mi South,62.0,10.0,30.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,2014,12,BAL,NO,Y,Mostly Cloudy,,,9mi North,56.0,10.0,30.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,2014,12,BAL,NO,Y,Mostly Cloudy,,,9mi North,56.0,10.0,30.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,2014,12,CIN,HOU,N,Fair,,,14mi SouthWest,50.0,10.0,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,2014,12,KC,OAK,N,"Mod Rain, Fog",,,11mi East - NorthEast,94.0,6.0,30.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,2014,12,MIA,DEN,N,Showers in Vicinity,,,7mi North - NorthEast,52.0,20.0,29.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,2014,12,WAS,SF,N,Mostly Cloudy,,,4mi West - NorthWest,40.0,10.0,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,2014,12,DET,NE,N,Fair,,,6mi West - SouthWest,41.0,10.0,30.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,2014,12,CLE,ATL,Y,Thunderstorm Heavy Rain Fog/Mist,,,10mi East - NorthEast,93.0,3.0,29.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,2014,12,TEN,PHI,N,Mostly Cloudy,,,6mi South,35.0,10.0,30.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,2014,12,TB,CHI,N,Light Rain,,,10mi South,86.0,10.0,29.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,2014,12,DAL,NYG,N,Fair,,,0mi North,58.0,10.0,30.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,2014,12,JAX,IND,Y,Light Rain Fog/Mist,,,9mi SouthEast,92.0,1.0,29.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,2014,12,GB,MIN,N,Fog/Mist,,,6mi NorthWest,96.0,3.0,29.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,2014,13,MIA,NYJ,N,A Few Clouds,,,9mi North - NorthWest,56.0,10.0,30.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,2014,13,CIN,TB,N,Mostly Cloudy,,,7mi East,47.0,10.0,30.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,2014,13,OAK,LAR,Y,Overcast,,,12mi West - SouthWest,55.0,10.0,29.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,2014,13,SEA,SF,N,A Few Clouds,,,0mi North,60.0,9.0,30.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,2014,13,LAC,BAL,N,Mostly Sunny,,,0mi North,44.0,43.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,2014,13,TEN,HOU,N,Partly Cloudy,,,10mi South,58.0,10.0,30.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,2014,13,NYG,JAX,N,Partly Cloudy,,,7mi South - SouthEast,57.0,10.0,30.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,2014,13,WAS,IND,Y,Overcast,,,17mi South - SouthWest,70.0,10.0,29.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,2014,13,CAR,MIN,N,Overcast,,,15mi West - NorthWest,56.0,10.0,30.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,2014,13,CAR,MIN,N,Overcast,,,15mi West - NorthWest,56.0,10.0,30.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,2014,13,OAK,LAR,Y,Overcast,,,12mi West - SouthWest,55.0,10.0,29.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,2014,13,CLE,BUF,N,Overcast,,,11mi South - SouthWest,69.0,10.0,29.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,2014,13,ARI,ATL,Y,Fair,,,3mi South - SouthEast,60.0,10.0,30.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,2014,13,DEN,KC,N,Fair,,,12mi North,50.0,10.0,30.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,2014,13,SEA,SF,N,A Few Clouds,,,0mi North,60.0,9.0,30.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,2014,13,TEN,HOU,N,Partly Cloudy,,,10mi South,58.0,10.0,30.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,2014,13,CHI,DET,Y,Overcast,,,9mi West - NorthWest,55.0,10.0,30.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,2014,13,CLE,BUF,N,Overcast,,,11mi South - SouthWest,69.0,10.0,29.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,2014,13,MIA,NYJ,N,A Few Clouds,,,9mi North - NorthWest,56.0,10.0,30.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,2014,13,CHI,DET,Y,Overcast,,,9mi West - NorthWest,55.0,10.0,30.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,2014,13,LAC,BAL,N,Mostly Sunny,,,0mi North,44.0,37.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,2014,13,ARI,ATL,Y,Fair,,,3mi South - SouthEast,60.0,10.0,30.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,2014,13,NYG,JAX,N,Partly Cloudy,,,7mi South - SouthEast,57.0,10.0,30.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,2014,13,NO,PIT,N,Overcast,,,12mi SouthWest,56.0,10.0,29.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,2014,13,CIN,TB,N,Mostly Cloudy,,,7mi East,47.0,10.0,30.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,2014,13,PHI,DAL,N,Clear,,,0mi North,29.0,10.0,30.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,2014,13,DEN,KC,N,Fair,,,12mi North,50.0,10.0,30.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,2014,13,NO,PIT,N,Overcast,,,12mi SouthWest,56.0,10.0,29.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,2014,13,NE,GB,N,Fair,,,7mi NorthWest,65.0,10.0,30.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,2014,13,WAS,IND,Y,Overcast,,,17mi South - SouthWest,70.0,10.0,29.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,2014,13,NE,GB,N,Fair,,,7mi NorthWest,65.0,10.0,30.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,2014,13,PHI,DAL,N,Clear,,,0mi North,29.0,10.0,30.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,2014,14,SF,OAK,N,Overcast,,,2mi South - SouthWest,87.0,9.0,32.0,57.0,97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,2014,14,TB,DET,Y,Partly Cloudy,,,5mi East,59.0,10.0,31.0,21.0,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,2014,14,LAR,WAS,N,Clear,,,10mi North,41.0,10.0,31.0,23.0,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,2014,14,HOU,JAX,N,Overcast,,,9mi North,81.0,9.0,32.0,52.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,2014,14,NYJ,MIN,N,Mostly Cloudy,,,11mi South - SouthEast,85.0,8.0,32.0,30.0,92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,2014,14,BUF,DEN,N,Clear,,,3mi NorthWest,28.0,4.0,31.0,22.0,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,2014,14,BAL,MIA,N,Partly Cloudy,,,12mi North - NorthWest,69.0,10.0,29.0,66.0,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,2014,14,NYG,TEN,N,Mostly Cloudy,,,7mi NorthEast,66.0,9.0,29.0,36.0,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,2014,14,ATL,GB,N,Overcast,,,4mi NorthWest,95.0,3.0,30.0,31.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,2014,14,KC,ARI,Y,Partly Cloudy,,,1mi NorthWest,36.0,10.0,32.0,46.0,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,2014,14,KC,ARI,Y,Partly Cloudy,,,1mi NorthWest,36.0,10.0,31.0,46.0,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,2014,14,BAL,MIA,N,Partly Cloudy,,,12mi North - NorthWest,69.0,10.0,32.0,66.0,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,2014,14,LAR,WAS,N,Clear,,,10mi North,41.0,10.0,30.0,23.0,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,2014,14,PIT,CIN,N,Clear,,,3mi NorthEast,62.0,8.0,29.0,30.0,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,2014,14,CAR,NO,Y,Mostly Cloudy,,,5mi North,68.0,9.0,32.0,44.0,83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,2014,14,IND,CLE,N,Mostly Cloudy,,,11mi NorthEast,62.0,10.0,29.0,26.0,87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,2014,14,NYJ,MIN,N,Mostly Cloudy,,,11mi South - SouthEast,85.0,8.0,32.0,30.0,92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,2014,14,HOU,JAX,N,Overcast,,,9mi North,81.0,9.0,30.0,52.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,2014,14,SEA,PHI,N,Clear,,,6mi North,49.0,10.0,29.0,21.0,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,2014,14,NE,LAC,N,Mostly Cloudy,,,2mi North,71.0,9.0,30.0,54.0,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,2014,14,SEA,PHI,N,Clear,,,6mi North,49.0,10.0,31.0,21.0,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,2014,14,PIT,CIN,N,Clear,,,3mi NorthEast,62.0,8.0,29.0,30.0,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,2014,14,DAL,CHI,N,Overcast,,,6mi SouthEast,68.0,10.0,32.0,24.0,99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,2014,14,TB,DET,Y,Partly Cloudy,,,5mi East,59.0,10.0,31.0,21.0,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,2014,14,NE,LAC,N,Mostly Cloudy,,,2mi North,71.0,9.0,29.0,54.0,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,2014,14,ATL,GB,N,Overcast,,,4mi NorthWest,95.0,3.0,29.0,31.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,2014,14,NYG,TEN,N,Mostly Cloudy,,,7mi NorthEast,66.0,9.0,31.0,36.0,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,2014,14,CAR,NO,Y,Mostly Cloudy,,,5mi North,68.0,9.0,30.0,44.0,83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,2014,14,SF,OAK,N,Overcast,,,2mi South - SouthWest,87.0,9.0,29.0,57.0,97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,2014,14,IND,CLE,N,Mostly Cloudy,,,11mi NorthEast,62.0,10.0,32.0,26.0,87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,2014,14,BUF,DEN,N,Clear,,,3mi NorthWest,28.0,4.0,32.0,22.0,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,2014,14,DAL,CHI,N,Overcast,,,6mi SouthEast,68.0,10.0,32.0,24.0,99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,2014,15,SF,SEA,N,Clear,,,2mi East - NorthEast,61.0,10.0,32.0,37.0,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,2014,15,TB,CAR,N,Clear,,,2mi North - NorthWest,32.0,10.0,31.0,29.0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,2014,15,ARI,LAR,Y,Clear,,,1mi South - SouthEast,84.0,8.0,32.0,26.0,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,2014,15,JAX,BAL,N,Mostly Cloudy,,,7mi NorthWest,65.0,9.0,29.0,38.0,83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,2014,15,NYJ,TEN,N,Mostly Cloudy,,,1mi East,77.0,9.0,32.0,42.0,79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,2014,15,OAK,KC,N,Overcast,,,10mi South,78.0,9.0,32.0,53.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,2014,15,WAS,NYG,N,Overcast,,,7mi NorthWest,70.0,9.0,31.0,34.0,95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,2014,15,MIN,DET,Y,Overcast,,,1mi West,87.0,5.0,30.0,44.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,2014,15,GB,BUF,N,Overcast,,,9mi West,93.0,6.0,31.0,32.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,2014,15,NYJ,TEN,N,Mostly Cloudy,,,1mi East,77.0,9.0,32.0,42.0,79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,2014,15,ARI,LAR,Y,Clear,,,1mi South - SouthEast,84.0,8.0,29.0,26.0,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,2014,15,CIN,CLE,N,Overcast,,,5mi West,93.0,8.0,31.0,43.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,2014,15,HOU,IND,Y,Mostly Cloudy,,,4mi South,85.0,7.0,31.0,43.0,90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,2014,15,MIA,NE,N,Clear,,,5mi West - NorthWest,64.0,10.0,29.0,31.0,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,2014,15,CIN,CLE,N,Overcast,,,5mi West,93.0,8.0,32.0,43.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,2014,15,DEN,LAC,N,Partly Cloudy,,,5mi West - NorthWest,57.0,10.0,32.0,47.0,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,2014,15,OAK,KC,N,Overcast,,,10mi South,78.0,9.0,29.0,53.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,2014,15,JAX,BAL,N,Mostly Cloudy,,,7mi NorthWest,65.0,9.0,32.0,38.0,83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,2014,15,NO,CHI,N,Overcast,,,6mi South - SouthEast,93.0,3.0,29.0,40.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2014,15,MIN,DET,Y,Overcast,,,1mi West,87.0,5.0,32.0,44.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,2014,15,PIT,ATL,Y,Clear,,,8mi West - NorthWest,49.0,10.0,29.0,36.0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,2014,15,TB,CAR,N,Clear,,,2mi North - NorthWest,32.0,10.0,31.0,29.0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,2014,15,WAS,NYG,N,Overcast,,,7mi NorthWest,70.0,9.0,31.0,34.0,95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,2014,15,HOU,IND,Y,Mostly Cloudy,,,4mi South,85.0,7.0,29.0,43.0,90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,2014,15,SF,SEA,N,Clear,,,2mi East - NorthEast,61.0,10.0,29.0,37.0,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,2014,15,NO,CHI,N,Overcast,,,6mi South - SouthEast,93.0,3.0,31.0,40.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,2014,15,DAL,PHI,N,Mostly Cloudy,,,6mi North - NorthWest,72.0,9.0,30.0,34.0,88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,2014,15,GB,BUF,N,Overcast,,,9mi West,93.0,6.0,29.0,32.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,2014,15,PIT,ATL,Y,Clear,,,8mi West - NorthWest,49.0,10.0,32.0,36.0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,2014,15,DAL,PHI,N,Mostly Cloudy,,,6mi North - NorthWest,72.0,9.0,29.0,34.0,88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,2014,15,DEN,LAC,N,Partly Cloudy,,,5mi West - NorthWest,57.0,10.0,31.0,47.0,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,2014,15,MIA,NE,N,Clear,,,5mi West - NorthWest,64.0,10.0,30.0,31.0,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,2014,16,BUF,OAK,N,Mostly Cloudy,,,6mi West - NorthWest,90.0,8.0,32.0,59.0,81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,2014,16,SEA,ARI,Y,Partly Cloudy,,,1mi West,63.0,10.0,29.0,42.0,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,2014,16,NE,NYJ,N,Mostly Cloudy,,,4mi NorthWest,74.0,9.0,29.0,28.0,87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,2014,16,LAC,SF,N,Overcast,,,1mi SouthWest,82.0,9.0,31.0,52.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,2014,16,BAL,HOU,N,Mostly Cloudy,,,2mi East,74.0,9.0,31.0,50.0,77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,2014,16,GB,TB,N,Mostly Cloudy,,,4mi South,65.0,10.0,32.0,63.0,93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,2014,16,CLE,CAR,N,Mostly Cloudy,,,4mi NorthEast,62.0,10.0,29.0,38.0,78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,2014,16,LAC,SF,N,Overcast,,,1mi SouthWest,82.0,9.0,29.0,52.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,2014,16,TEN,JAX,N,Partly Cloudy,,,3mi West,75.0,9.0,31.0,46.0,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,2014,16,NYG,LAR,Y,Overcast,,,7mi SouthEast,73.0,9.0,30.0,33.0,98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,2014,16,NYG,LAR,Y,Overcast,,,7mi SouthEast,73.0,9.0,31.0,33.0,98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,2014,16,PHI,WAS,N,Mostly Cloudy,,,1mi West,62.0,10.0,29.0,23.0,72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,2014,16,MIN,MIA,N,Mostly Cloudy,,,7mi SouthEast,64.0,9.0,32.0,65.0,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,2014,16,DEN,CIN,N,Partly Cloudy,,,7mi East - SouthEast,75.0,7.0,31.0,38.0,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,2014,16,PHI,WAS,N,Mostly Cloudy,,,1mi West,62.0,10.0,29.0,23.0,72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,2014,16,DET,CHI,N,Mostly Cloudy,,,7mi South,76.0,9.0,29.0,29.0,92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,2014,16,KC,PIT,N,Mostly Cloudy,,,0mi NorthEast,67.0,8.0,31.0,24.0,86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,2014,16,TEN,JAX,N,Partly Cloudy,,,3mi West,75.0,9.0,32.0,46.0,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,2014,16,MIN,MIA,N,Mostly Cloudy,,,7mi SouthEast,64.0,9.0,30.0,65.0,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,2014,16,BAL,HOU,N,Mostly Cloudy,,,2mi East,74.0,9.0,29.0,50.0,77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,2014,16,SEA,ARI,Y,Partly Cloudy,,,1mi West,63.0,10.0,32.0,42.0,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,2014,16,IND,DAL,N,Overcast,,,9mi South,81.0,9.0,31.0,45.0,99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,2014,16,BUF,OAK,N,Mostly Cloudy,,,6mi West - NorthWest,90.0,8.0,31.0,59.0,81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,2014,16,CLE,CAR,N,Mostly Cloudy,,,4mi NorthEast,62.0,10.0,29.0,38.0,78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,2014,16,KC,PIT,N,Mostly Cloudy,,,0mi NorthEast,67.0,8.0,32.0,24.0,86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,2014,16,DET,CHI,N,Mostly Cloudy,,,7mi South,76.0,9.0,32.0,29.0,92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,2014,16,ATL,NO,Y,Overcast,,,2mi NorthEast,83.0,9.0,32.0,52.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,2014,16,IND,DAL,N,Overcast,,,9mi South,81.0,9.0,30.0,45.0,99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,2014,16,DEN,CIN,N,Partly Cloudy,,,7mi East - SouthEast,75.0,7.0,31.0,38.0,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,2014,16,ATL,NO,Y,Overcast,,,2mi NorthEast,83.0,9.0,30.0,52.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,2014,16,NE,NYJ,N,Mostly Cloudy,,,4mi NorthWest,74.0,9.0,30.0,28.0,87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,2014,16,GB,TB,N,Mostly Cloudy,,,4mi South,65.0,10.0,32.0,63.0,93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,2014,17,CLE,BAL,N,Overcast,,,3mi West - NorthWest,62.0,10.0,29.0,43.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,2014,17,JAX,HOU,N,Drizzle,,,8mi NorthWest,92.0,7.0,30.0,40.0,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,2014,17,DAL,WAS,N,Mostly Cloudy,,,4mi West - NorthWest,60.0,10.0,29.0,43.0,72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
