ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
140,1993,1993-12-11,13,32.238,NYJ,@,WAS,W 3-0,*,12,22,54.55,105,0,0,67.4,1,7,4.77,4.77,1,3,3.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
141,1993,1993-12-18,14,32.245,NYJ,,DAL,L 7-28,*,21,37,56.76,194,0,1,60.0,1,13,5.24,4.03,3,17,5.67,0,,0,0,,0,0.0%,,0,0,0,0,,0
142,1993,1993-12-26,15,32.253,NYJ,@,BUF,L 14-16,*,22,31,70.97,232,2,0,113.9,0,0,7.48,8.77,5,19,3.80,0,,0,0,,0,0.0%,,0,0,0,0,,0
143,1993,1994-01-02,16,32.260,NYJ,@,HOU,L 0-24,*,11,26,42.31,119,0,1,40.4,4,20,4.58,2.85,2,4,2.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
144,1994,1994-09-04,1,33.140,NYJ,@,BUF,W 23-3,*,14,28,50.00,214,0,1,60.7,0,0,7.64,6.04,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
145,1994,1994-09-11,2,33.147,NYJ,,DEN,W 25-22,*,26,37,70.27,297,2,2,89.6,1,10,8.03,6.68,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
146,1994,1994-09-18,3,33.154,NYJ,@,MIA,L 14-28,*,22,37,59.46,293,2,4,63.1,1,9,7.92,4.14,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
147,1994,1994-09-25,4,33.161,NYJ,,CHI,L 7-19,*,11,20,55.00,112,0,0,71.2,2,13,5.60,5.60,1,8,8.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
148,1994,1994-10-09,6,33.175,NYJ,,IND,W 16-6,,9,19,47.37,78,1,0,76.2,0,0,4.11,5.16,5,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
149,1994,1994-10-16,7,33.182,NYJ,,NWE,W 24-17,*,12,17,70.59,107,1,0,106.7,6,37,6.29,7.47,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
150,1994,1994-10-30,8,33.196,NYJ,@,IND,L 25-28,*,22,41,53.66,201,2,1,73.3,1,2,4.90,4.78,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
151,1994,1994-11-06,9,33.203,NYJ,,BUF,W 22-17,*,15,23,65.22,170,2,1,98.1,1,7,7.39,7.17,4,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
152,1994,1994-11-13,10,33.210,NYJ,@,GNB,L 10-17,*,24,43,55.81,214,1,1,67.4,2,15,4.98,4.40,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,0,0,,0
153,1994,1994-11-20,11,33.217,NYJ,@,MIN,W 31-21,*,22,29,75.86,230,3,0,132.8,1,10,7.93,10.00,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
154,1994,1994-11-27,12,33.224,NYJ,,MIA,L 24-28,*,26,41,63.41,382,2,2,89.7,2,17,9.32,8.10,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
155,1994,1994-12-04,13,33.231,NYJ,@,NWE,L 13-24,*,16,40,40.00,155,1,1,49.5,0,0,3.88,3.25,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
156,1994,1994-12-10,14,33.237,NYJ,,DET,L 7-18,*,17,30,56.67,151,0,0,70.3,1,10,5.03,5.03,2,21,10.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
157,1994,1994-12-18,15,33.245,NYJ,,SDG,L 6-21,*,9,12,75.00,96,0,0,97.9,1,4,8.00,8.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
158,1994,1994-12-24,16,33.251,NYJ,@,HOU,L 10-24,*,10,23,43.48,82,0,0,53.2,0,0,3.57,3.57,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
159,1995,1995-09-03,1,34.139,NYJ,@,MIA,L 14-52,*,19,35,54.29,173,1,3,41.7,1,5,4.94,1.66,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
160,1995,1995-09-10,2,34.146,NYJ,,IND,L 24-27,*,19,30,63.33,198,2,0,104.6,0,0,6.60,7.93,4,18,4.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
161,1995,1995-09-17,3,34.153,NYJ,,JAX,W 27-10,*,27,43,62.79,296,3,1,96.7,0,0,6.88,7.23,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
162,1995,1995-09-24,4,34.160,NYJ,@,ATL,L 3-13,*,20,37,54.05,190,0,3,34.7,2,14,5.14,1.49,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
163,1995,1995-10-01,5,34.167,NYJ,,OAK,L 10-47,*,15,30,50.00,171,1,0,78.6,4,24,5.70,6.37,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
164,1995,1995-10-08,6,34.174,NYJ,@,BUF,L 10-29,*,4,9,44.44,46,0,1,20.8,1,9,5.11,0.11,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
165,1995,1995-11-19,11,34.216,NYJ,,BUF,L 26-28,*,24,43,55.81,312,3,2,82.7,4,35,7.26,6.56,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
166,1995,1995-11-26,12,34.223,NYJ,@,SEA,W 16-10,*,19,34,55.88,149,0,1,54.7,1,6,4.38,3.06,5,-3,-0.60,0,0,0,0,,0,0.0%,,0,0,0,0,,0
167,1995,1995-12-03,13,34.230,NYJ,,STL,L 20-23,*,20,35,57.14,218,1,1,73.3,6,30,6.23,5.51,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
168,1995,1995-12-10,14,34.237,NYJ,@,NWE,L 28-31,*,27,42,64.29,296,4,1,106.8,4,42,7.05,7.88,3,-1,-0.33,0,0,0,0,,0,0.0%,,0,0,0,0,,0
169,1995,1995-12-17,15,34.244,NYJ,@,HOU,L 6-23,*,19,34,55.88,161,1,0,78.2,3,27,4.74,5.32,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
170,1995,1995-12-24,16,34.251,NYJ,,NOR,L 0-12,*,8,17,47.06,65,0,2,17.6,1,6,3.82,-1.47,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
171,1996,1996-09-01,1,35.137,ARI,@,IND,L 13-20,*,25,38,65.79,237,0,0,82.9,2,0,6.24,6.24,3,15,5.00,1,0,0,0,,0,0.0%,,1,6,0,0,,0
172,1996,1996-09-08,2,35.144,ARI,,MIA,L 10-38,*,8,18,44.44,57,0,1,29.2,0,0,3.17,0.67,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
173,1996,1996-09-15,3,35.151,ARI,@,NWE,L 0-31,*,4,12,33.33,22,0,2,2.8,0,0,1.83,-5.67,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
174,1996,1996-11-03,9,35.200,ARI,@,NYG,L 8-16,,20,40,50.00,196,1,2,51.7,2,0,4.90,3.15,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
175,1996,1996-11-10,10,35.207,ARI,@,WAS,W 37-34,*,35,59,59.32,522,3,4,77.1,2,0,8.85,6.81,3,1,0.33,0,0,0,0,,0,0.0%,,0,0,0,0,,0
176,1996,1996-11-17,11,35.214,ARI,,NYG,W 31-23,*,18,27,66.67,260,2,1,107.0,2,0,9.63,9.44,5,4,0.80,0,0,0,0,,0,0.0%,,0,0,0,0,,0
177,1996,1996-11-24,12,35.221,ARI,,PHI,W 36-30,*,24,43,55.81,367,3,0,107.4,3,0,8.53,9.93,3,32,10.67,0,0,0,0,,0,0.0%,,0,0,0,0,,0
178,1996,1996-12-01,13,35.228,ARI,@,MIN,L 17-41,*,26,40,65.00,270,1,2,71.9,3,0,6.75,5.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
179,1996,1996-12-08,14,35.235,ARI,,DAL,L 6-10,*,18,36,50.00,224,0,2,46.5,2,0,6.22,3.72,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
180,1996,1996-12-22,16,35.249,ARI,@,PHI,L 19-29,,12,26,46.15,138,1,0,75.5,1,0,5.31,6.08,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
181,1997,1997-10-12,6,36.178,CIN,@,TEN,L 7-30,,4,6,66.67,39,0,0,84.7,0,0,6.50,6.50,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
182,1997,1997-11-09,10,36.206,CIN,@,IND,W 28-13,,7,10,70.00,82,2,0,134.2,0,0,8.20,12.20,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
183,1997,1997-11-23,12,36.220,CIN,,JAX,W 31-26,*,26,36,72.22,211,2,0,105.2,1,8,5.86,6.97,2,15,7.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
184,1997,1997-11-30,13,36.227,CIN,@,PHI,L 42-44,*,27,47,57.45,378,4,1,103.0,1,5,8.04,8.79,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
185,1997,1997-12-04,14,36.231,CIN,,TEN,W 41-14,*,20,28,71.43,245,1,0,110.0,1,6,8.75,9.46,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
186,1997,1997-12-14,15,36.241,CIN,,DAL,W 31-24,*,13,25,52.00,269,2,1,100.2,1,7,10.76,10.56,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
187,1997,1997-12-21,16,36.248,CIN,,BAL,W 16-14,*,21,34,61.76,254,2,0,104.3,3,17,7.47,8.65,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0,0,0,,0
