ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
203,2001,2001-10-21,6,36.225,BAL,@,CLE,L 14-24,*,,,,,,,,,,,,,,,,,,
204,2001,2001-10-28,7,36.232,BAL,,JAX,W 18-17,*,,,,,,,,,,,,,,,,,,
205,2001,2001-11-04,8,36.239,BAL,@,PIT,W 13-10,*,,,,,,,,,,,,,,,,,,
206,2001,2001-11-12,9,36.247,BAL,@,TEN,W 16-10,*,,,,,,,,,,,,,,,,,,
207,2001,2001-11-18,10,36.253,BAL,,CLE,L 17-27,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,10,0
208,2001,2001-11-25,11,36.260,BAL,@,JAX,W 24-21,*,,,,,,,,,,,,,,,,,,
209,2001,2001-12-02,12,36.267,BAL,,IND,W 39-27,*,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,1,47,1
210,2001,2001-12-16,13,36.281,BAL,,PIT,L 21-26,*,,,,,,,,,,,,,,,,,,
211,2001,2001-12-23,14,36.288,BAL,,CIN,W 16-0,*,,,,,,,,,,,,,,,,,,
212,2001,2001-12-29,15,36.294,BAL,@,TAM,L 10-22,*,,,,,,,,,,,,,,,,,,
213,2001,2002-01-07,16,36.303,BAL,,MIN,W 19-3,*,,,,,,,,,,,,,,,,,,
214,2002,2002-09-08,1,37.182,OAK,,SEA,W 31-17,*,,,,,,,,,,,,,,,,,,
215,2002,2002-09-15,2,37.189,OAK,@,PIT,W 30-17,*,,,,,,,,,,,,,,,,,,
216,2002,2002-09-29,3,37.203,OAK,,TEN,W 52-25,*,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,3,100,1
217,2002,2002-10-06,4,37.210,OAK,@,BUF,W 49-31,*,,,,,,,,,,,,,,,,,,
218,2002,2002-10-13,5,37.217,OAK,@,STL,L 13-28,*,,,,,,,,,,,,,,,,,,
219,2002,2002-10-20,6,37.224,OAK,,SDG,L 21-27,*,,,,,,,,,,,,,,,,,,
220,2002,2002-10-27,7,37.231,OAK,@,KAN,L 10-20,*,,,,,,,,,,,,,,,,,,
221,2002,2002-11-03,8,37.238,OAK,,SFO,L 20-23,*,,,,,,,,,,,,,,,,,,
222,2002,2002-11-11,9,37.246,OAK,@,DEN,W 34-10,*,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,1,98,1
223,2002,2002-11-17,10,37.252,OAK,,NWE,W 27-20,*,,,,,,,,,,,,,,,,,,
224,2002,2002-11-24,11,37.259,OAK,@,ARI,W 41-20,*,,,,,,,,,,,,,,,,,,
225,2002,2002-12-02,12,37.267,OAK,,NYJ,W 26-20,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0
226,2002,2002-12-08,13,37.273,OAK,@,SDG,W 27-7,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,10,0
227,2002,2002-12-15,14,37.280,OAK,@,MIA,L 17-23,*,,,,,,,,,,,,,,,,,,
228,2002,2002-12-22,15,37.287,OAK,,DEN,W 28-16,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,16,0
229,2002,2002-12-28,16,37.293,OAK,,KAN,W 24-0,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,1,0
230,2003,2003-09-07,1,38.181,OAK,@,TEN,L 20-25,*,,,,,,,,,,,,,,,,,,
231,2003,2003-09-22,3,38.196,OAK,@,DEN,L 10-31,*,,,,,,,,,,,,,,,,,,
232,2003,2003-09-28,4,38.202,OAK,,SDG,W 34-31,*,,,,,,,,,,,,,,,,,,
233,2003,2003-10-05,5,38.209,OAK,@,CHI,L 21-24,*,,,,,,,,,,,,,,,,,,
234,2003,2003-10-12,6,38.216,OAK,@,CLE,L 7-13,*,,,,,,,,,,,,,,,,,,
235,2003,2003-10-20,7,38.224,OAK,,KAN,L 10-17,*,,,,,,,,,,,,,,,,,,
236,2003,2003-11-02,8,38.237,OAK,@,DET,L 13-23,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,5,0
237,2003,2003-11-09,9,38.244,OAK,,NYJ,L 24-27,*,,,,,,,,,,,,,,,,,,
238,2003,2003-11-16,10,38.251,OAK,,MIN,W 28-18,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,13,0
239,2003,2003-11-23,11,38.258,OAK,@,KAN,L 24-27,*,,,,,,,,,,,,,,,,,,
