ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
160,1996,1996-09-01,1,32.216,BUF,@,NYG,W 23-20,,7,5,138,27.60,1,71.4%,19.71,1,13,13.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
161,1996,1996-09-08,2,32.223,BUF,,NWE,W 17-10,,,0,0,,0,0.0%,,0,0,,0,,,,,,,,,,,,,,,,0,
162,1996,1996-09-16,3,32.231,BUF,@,PIT,L 6-24,,8,5,31,6.20,0,62.5%,3.88,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
163,1996,1996-09-22,4,32.237,BUF,,DAL,W 10-7,,6,5,36,7.20,0,83.3%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
164,1996,1996-10-06,5,32.251,BUF,,IND,W 16-13,,8,4,58,14.50,1,50.0%,7.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
165,1996,1996-10-13,6,32.258,BUF,,MIA,L 7-21,,15,10,134,13.40,0,66.7%,8.93,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
166,1996,1996-10-20,7,32.265,BUF,@,NYJ,W 25-22,,5,3,26,8.67,0,60.0%,5.20,2,-7,-3.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
167,1996,1996-10-27,8,32.272,BUF,@,NWE,L 25-28,,6,4,121,30.25,1,66.7%,20.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
168,1996,1996-11-03,9,32.279,BUF,,WAS,W 38-13,,7,5,94,18.80,0,71.4%,13.43,1,-5,-5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
169,1996,1996-11-10,10,32.286,BUF,@,PHI,W 24-17,,5,2,22,11.00,0,40.0%,4.40,2,16,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
170,1996,1996-11-17,11,32.293,BUF,,CIN,W 31-17,,9,6,105,17.50,0,66.7%,11.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
171,1996,1996-11-24,12,32.300,BUF,,NYJ,W 35-10,,5,4,61,15.25,2,80.0%,12.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
172,1996,1996-12-01,13,32.307,BUF,@,IND,L 10-13,,1,0,0,,0,0.0%,0.00,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
173,1996,1996-12-08,14,32.314,BUF,@,SEA,L 18-26,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
174,1996,1996-12-16,15,32.322,BUF,@,MIA,L 14-16,,10,6,127,21.17,1,60.0%,12.70,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
175,1996,1996-12-22,16,32.328,BUF,,KAN,W 20-9,,8,6,76,12.67,0,75.0%,9.50,1,4,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
176,1997,1997-08-31,1,33.214,BUF,,MIN,L 13-34,,11,7,142,20.29,0,63.6%,12.91,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
177,1997,1997-09-07,2,33.221,BUF,@,NYJ,W 28-22,,7,5,39,7.80,1,71.4%,5.57,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
178,1997,1997-09-14,3,33.228,BUF,@,KAN,L 16-22,,6,4,113,28.25,1,66.7%,18.83,1,0,0.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
179,1997,1997-09-21,4,33.235,BUF,,IND,W 37-35,,10,7,91,13.00,0,70.0%,9.10,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
180,1997,1997-10-05,5,33.249,BUF,,DET,W 22-13,,5,5,95,19.00,1,100.0%,19.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
181,1997,1997-10-12,6,33.256,BUF,@,NWE,L 6-33,,8,4,42,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
182,1997,1997-10-20,7,33.264,BUF,@,IND,W 9-6,,5,4,35,8.75,0,80.0%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
183,1997,1997-10-26,8,33.270,BUF,,DEN,L 20-23,,10,4,70,17.50,1,40.0%,7.00,1,2,2.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
184,1997,1997-11-02,9,33.277,BUF,,MIA,W 9-6,,8,3,32,10.67,0,37.5%,4.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
185,1997,1997-11-09,10,33.284,BUF,,NWE,L 10-31,,7,3,21,7.00,0,42.9%,3.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
186,1997,1997-11-17,11,33.292,BUF,@,MIA,L 13-30,,11,4,37,9.25,0,36.4%,3.36,1,9,9.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
187,1997,1997-11-23,12,33.298,BUF,@,TEN,L 14-31,,10,5,93,18.60,0,50.0%,9.30,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
188,1997,1997-11-30,13,33.305,BUF,,NYJ,W 20-10,,7,2,33,16.50,1,28.6%,4.71,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
189,1997,1997-12-07,14,33.312,BUF,@,CHI,L 3-20,,3,2,29,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
190,1997,1997-12-14,15,33.319,BUF,,JAX,L 14-20,,6,1,8,8.00,0,16.7%,1.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
191,1998,1998-09-06,1,34.220,BUF,@,SDG,L 14-16,,11,7,94,13.43,2,63.6%,8.55,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
192,1998,1998-09-13,2,34.227,BUF,@,MIA,L 7-13,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
193,1998,1998-09-20,3,34.234,BUF,,STL,L 33-34,,5,4,35,8.75,1,80.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
194,1998,1998-10-11,5,34.255,BUF,@,IND,W 31-24,,6,5,76,15.20,0,83.3%,12.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
195,1998,1998-10-18,6,34.262,BUF,,JAX,W 17-16,,12,5,49,9.80,0,41.7%,4.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
196,1998,1998-10-25,7,34.269,BUF,@,CAR,W 30-14,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
197,1998,1998-11-01,8,34.276,BUF,,MIA,W 30-24,,11,5,72,14.40,0,45.5%,6.55,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
198,1998,1998-11-08,9,34.283,BUF,@,NYJ,L 12-34,,6,2,28,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
199,1998,1998-11-15,10,34.290,BUF,,NWE,W 13-10,,9,5,68,13.60,0,55.6%,7.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
200,1998,1998-11-22,11,34.297,BUF,,IND,W 34-11,,8,6,108,18.00,1,75.0%,13.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
201,1998,1998-11-29,12,34.304,BUF,@,NWE,L 21-25,,8,4,53,13.25,1,50.0%,6.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
202,1998,1998-12-06,13,34.311,BUF,@,CIN,W 33-20,,9,7,68,9.71,0,77.8%,7.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
203,1998,1998-12-13,14,34.318,BUF,,OAK,W 44-21,,7,5,70,14.00,0,71.4%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
204,1998,1998-12-19,15,34.324,BUF,,NYJ,L 10-17,,8,2,22,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
205,1998,1998-12-27,16,34.332,BUF,@,NOR,W 45-33,,5,2,20,10.00,0,40.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
206,1999,1999-09-12,1,35.226,BUF,@,IND,L 14-31,*,9,4,39,9.75,1,44.4%,4.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
207,1999,1999-09-19,2,35.233,BUF,,NYJ,W 17-3,*,5,4,35,8.75,0,80.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
208,1999,1999-09-26,3,35.240,BUF,,PHI,W 26-0,*,3,3,41,13.67,0,100.0%,13.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
209,1999,1999-10-04,4,35.248,BUF,@,MIA,W 23-18,*,5,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
210,1999,1999-10-10,5,35.254,BUF,,PIT,W 24-21,*,6,6,68,11.33,0,100.0%,11.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
211,1999,1999-10-17,6,35.261,BUF,,OAK,L 14-20,*,10,2,23,11.50,0,20.0%,2.30,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
212,1999,1999-10-24,7,35.268,BUF,@,SEA,L 16-26,*,12,4,31,7.75,0,33.3%,2.58,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
213,1999,1999-10-31,8,35.275,BUF,@,BAL,W 13-10,*,14,7,76,10.86,0,50.0%,5.43,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
214,1999,1999-11-07,9,35.282,BUF,@,WAS,W 34-17,*,5,4,51,12.75,0,80.0%,10.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
215,1999,1999-11-14,10,35.289,BUF,,MIA,W 23-3,*,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
216,1999,1999-11-21,11,35.296,BUF,@,NYJ,L 7-17,*,1,4,34,8.50,0,400.0%,34.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
217,1999,1999-11-28,12,35.303,BUF,,NWE,W 17-7,*,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
218,1999,1999-12-12,13,35.317,BUF,,NYG,L 17-19,*,7,3,40,13.33,0,42.9%,5.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
219,1999,1999-12-19,14,35.324,BUF,@,ARI,W 31-21,*,3,3,42,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
220,1999,1999-12-26,15,35.331,BUF,@,NWE,W 13-10,*,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
221,1999,2000-01-02,16,35.338,BUF,,IND,W 31-6,*,6,5,23,4.60,0,83.3%,3.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
222,2000,2000-09-18,3,36.233,WAS,,DAL,L 21-27,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
223,2000,2000-09-24,4,36.239,WAS,@,NYG,W 16-6,,6,4,37,9.25,1,66.7%,6.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
224,2000,2000-10-01,5,36.246,WAS,,TAM,W 20-17,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
225,2000,2000-10-08,6,36.253,WAS,@,PHI,W 17-14,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
226,2000,2000-10-15,7,36.260,WAS,,BAL,W 10-3,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
227,2000,2000-10-22,8,36.267,WAS,@,JAX,W 35-16,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
228,2000,2000-10-30,9,36.275,WAS,,TEN,L 21-27,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
229,2000,2000-11-05,10,36.281,WAS,@,ARI,L 15-16,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
230,2000,2000-11-20,11,36.296,WAS,@,STL,W 33-20,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
231,2000,2000-11-26,12,36.302,WAS,,PHI,L 20-23,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
232,2000,2000-12-03,13,36.309,WAS,,NYG,L 7-9,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
233,2000,2000-12-10,14,36.316,WAS,@,DAL,L 13-32,,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
234,2000,2000-12-16,15,36.322,WAS,@,PIT,L 3-24,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
