ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
163,2013,2013-09-22,3,32.349,SDG,@,TEN,L 17-20,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,212,42.40,0
164,2013,2013-09-29,4,32.356,SDG,,DAL,W 30-21,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,1,0,4,159,39.75,0
165,2013,2013-10-06,5,32.363,SDG,@,OAK,L 17-27,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,2,77,38.50,0
166,2013,2013-10-14,6,33.006,SDG,,IND,W 19-9,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,145,48.33,0
167,2013,2013-10-20,7,33.012,SDG,@,JAX,W 24-6,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,134,44.67,0
168,2013,2013-11-03,8,33.026,SDG,@,WAS,L 24-30,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,160,40.00,0
169,2013,2013-11-10,9,33.033,SDG,,DEN,L 20-28,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,238,47.60,0
170,2013,2013-11-17,10,33.040,SDG,@,MIA,L 16-20,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,174,43.50,0
171,2013,2013-11-24,11,33.047,SDG,@,KAN,W 41-38,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,200,40.00,0
172,2013,2013-12-01,12,33.054,SDG,,CIN,L 10-17,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,157,39.25,0
173,2013,2013-12-08,13,33.061,SDG,,NYG,W 37-14,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,1,39,39.00,0
174,2013,2013-12-12,14,33.065,SDG,@,DEN,W 27-20,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,126,42.00,0
175,2013,2013-12-22,15,33.075,SDG,,OAK,W 26-13,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,1,37,37.00,0
176,2013,2013-12-29,16,33.082,SDG,,KAN,W 27-24,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,232,46.40,0
177,2014,2014-09-08,1,33.335,SDG,@,ARI,L 17-18,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,6,236,39.33,0
178,2014,2014-09-14,2,33.341,SDG,,SEA,W 30-21,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,124,41.33,0
179,2014,2014-09-21,3,33.348,SDG,@,BUF,W 22-10,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,6,298,49.67,0
180,2014,2014-09-28,4,33.355,SDG,,JAX,W 33-14,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,126,42.00,0
181,2014,2014-10-05,5,33.362,SDG,,NYJ,W 31-0,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,204,40.80,0
182,2014,2014-10-12,6,34.004,SDG,@,OAK,W 31-28,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,143,47.67,0
183,2014,2014-10-19,7,34.011,SDG,,KAN,L 20-23,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,285,57.00,0
184,2014,2014-10-23,8,34.015,SDG,@,DEN,L 21-35,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,197,49.25,0
185,2014,2014-11-02,9,34.025,SDG,@,MIA,L 0-37,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,226,45.20,0
186,2014,2014-11-16,10,34.039,SDG,,OAK,W 13-6,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,9,380,42.22,0
187,2014,2014-11-23,11,34.046,SDG,,STL,W 27-24,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,197,49.25,0
188,2014,2014-11-30,12,34.053,SDG,@,BAL,W 34-33,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,1,54,54.00,0
189,2014,2014-12-07,13,34.060,SDG,,NWE,L 14-23,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,1,46,46.00,1
190,2015,2015-09-13,1,34.340,SDG,,DET,W 33-28,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,2,104,52.00,0
191,2015,2015-09-20,2,34.347,SDG,@,CIN,L 19-24,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,144,48.00,0
192,2015,2015-09-27,3,34.354,SDG,@,MIN,L 14-31,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,6,263,43.83,0
193,2015,2015-10-04,4,34.361,SDG,,CLE,W 30-27,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,186,37.20,0
194,2015,2015-10-12,5,35.004,SDG,,PIT,L 20-24,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,267,53.40,0
195,2015,2015-10-18,6,35.010,SDG,@,GNB,L 20-27,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,117,39.00,0
196,2015,2015-10-25,7,35.017,SDG,,OAK,L 29-37,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,211,42.20,0
197,2015,2015-11-01,8,35.024,SDG,@,BAL,L 26-29,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,177,44.25,0
198,2015,2015-11-09,9,35.032,SDG,,CHI,L 19-22,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,159,39.75,0
199,2015,2015-11-22,10,35.045,SDG,,KAN,L 3-33,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,6,281,46.83,0
200,2015,2015-11-29,11,35.052,SDG,@,JAX,W 31-25,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,247,49.40,1
201,2015,2015-12-06,12,35.059,SDG,,DEN,L 3-17,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,192,48.00,0
202,2015,2015-12-13,13,35.066,SDG,@,KAN,L 3-10,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,234,46.80,0
203,2015,2015-12-20,14,35.073,SDG,,MIA,W 30-14,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,110,36.67,0
204,2015,2015-12-24,15,35.077,SDG,@,OAK,L 20-23,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,214,42.80,0
205,2015,2016-01-03,16,35.087,SDG,@,DEN,L 20-27,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,7,355,50.71,0
