ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
229,2005,2005-10-16,5,35.251,PIT,,JAX,L 17-23,,0,0,,0,0,0,,0,,,,6,190,31.67,0
230,2005,2005-10-23,6,35.258,PIT,@,CIN,W 27-13,,0,0,,0,0,0,,0,,,,2,77,38.50,0
231,2005,2005-10-31,7,35.266,PIT,,BAL,W 20-19,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,89,44.50,0
232,2005,2005-11-06,8,35.272,PIT,@,GNB,W 20-10,,0,0,,0,0,0,,0,,,,4,183,45.75,0
233,2005,2005-11-13,9,35.279,PIT,,CLE,W 34-21,,0,0,,0,0,0,,0,,,,2,87,43.50,0
234,2005,2005-11-20,10,35.286,PIT,@,BAL,L 13-16,,0,0,,0,0,0,,0,,,,8,335,41.88,0
235,2005,2005-11-28,11,35.294,PIT,@,IND,L 7-26,,0,0,,0,0,0,,0,,,,6,276,46.00,0
236,2005,2005-12-04,12,35.300,PIT,,CIN,L 31-38,,0,0,,0,0,0,,0,,,,3,96,32.00,0
237,2005,2005-12-11,13,35.307,PIT,,CHI,W 21-9,,0,0,,0,0,0,,0,,,,6,240,40.00,0
238,2005,2005-12-18,14,35.314,PIT,@,MIN,W 18-3,,0,0,,0,0,0,,0,,,,6,282,47.00,0
239,2005,2005-12-24,15,35.320,PIT,@,CLE,W 41-0,,0,0,,0,0,0,,0,,,,3,126,42.00,0
240,2005,2006-01-01,16,35.328,PIT,,DET,W 35-21,,0,0,,0,0,0,,0,,,,4,164,41.00,0
241,2006,2006-09-07,1,36.212,PIT,,MIA,W 28-17,,0,0,,0,0,0,,,,,,5,233,46.60,0
242,2006,2006-09-18,2,36.223,PIT,@,JAX,L 0-9,,0,0,,0,0,0,,,,,,8,358,44.75,0
243,2006,2006-09-24,3,36.229,PIT,,CIN,L 20-28,,0,0,,0,0,0,,,,,,2,84,42.00,0
244,2006,2006-10-08,4,36.243,PIT,@,SDG,L 13-23,,0,0,,0,0,0,,,,,,3,142,47.33,0
245,2006,2006-10-15,5,36.250,PIT,,KAN,W 45-7,,0,0,,0,0,0,,,,,,3,137,45.67,0
246,2006,2006-10-22,6,36.257,PIT,@,ATL,L 38-41,,0,0,,0,0,0,,,,,,3,119,39.67,0
247,2006,2006-10-29,7,36.264,PIT,@,OAK,L 13-20,,0,0,,0,0,0,,,,,,4,160,40.00,0
248,2006,2006-11-05,8,36.271,PIT,,DEN,L 20-31,,0,0,,0,0,0,,,,,,2,80,40.00,0
249,2006,2006-11-12,9,36.278,PIT,,NOR,W 38-31,,0,0,,0,0,0,,,,,,3,99,33.00,0
250,2006,2006-11-19,10,36.285,PIT,@,CLE,W 24-20,,0,0,,0,0,0,,,,,,4,161,40.25,0
251,2006,2006-11-26,11,36.292,PIT,@,BAL,L 0-27,,0,0,,0,0,0,,,,,,7,279,39.86,0
252,2006,2006-12-03,12,36.299,PIT,,TAM,W 20-3,,0,0,,0,0,0,,,,,,5,183,36.60,0
253,2006,2006-12-07,13,36.303,PIT,,CLE,W 27-7,,0,0,,0,0,0,,,,,,2,66,33.00,0
254,2006,2006-12-17,14,36.313,PIT,@,CAR,W 37-3,,0,0,,0,0,0,,,,,,3,132,44.00,0
255,2006,2006-12-24,15,36.320,PIT,,BAL,L 7-31,,0,0,,0,0,0,,,,,,7,310,44.29,0
256,2006,2006-12-31,16,36.327,PIT,@,CIN,W 23-17,,0,0,,0,0,0,,,,,,4,144,36.00,0
