ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
123,2012,2012-12-23,15,29.197,CLE,@,DEN,L 12-34,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,60,30.00,0,2,11,5.50,0,0,0,0.0,0,0
124,2012,2012-12-30,16,29.204,CLE,@,PIT,L 10-24,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,2,42,21.00,0,1,7,7.00,0,0,0,0.0,0,0
125,2013,2013-10-20,7,30.133,NYJ,,NWE,W 30-27,,3,14,4.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,17,17.00,0,3,44,14.67,0,0,0,0.0,1,1
126,2013,2013-10-27,8,30.140,NYJ,@,CIN,L 9-49,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,5,132,26.40,0,2,10,5.00,0,0,0,0.0,2,0
127,2013,2013-11-03,9,30.147,NYJ,,NOR,W 26-20,,3,12,4.00,0,2,2,6,3.00,0,100.0%,3.00,1,1,100.00,25,0,0,118.7,0,0,25.00,25.00,5,134,26.80,0,0,0,,0,0,0,0.0,0,1
128,2013,2013-11-17,10,30.161,NYJ,@,BUF,L 14-37,,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,5,115,23.00,0,1,16,16.00,0,0,0,0.0,0,0
129,2013,2013-11-24,11,30.168,NYJ,@,BAL,L 3-19,,5,20,4.00,0,0,0,0,,0,0.0%,,1,2,50.00,13,0,0,70.8,0,0,6.50,6.50,4,92,23.00,0,2,26,13.00,0,0,0,0.0,0,0
130,2013,2013-12-01,12,30.175,NYJ,,MIA,L 3-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
131,2014,2014-11-23,11,31.167,IND,,JAX,W 23-3,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,64,32.00,0,5,48,9.60,0,0,0,0.0,0,0
132,2014,2014-11-30,12,31.174,IND,,WAS,W 49-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,5,156,31.20,0,3,13,4.33,0,0,0,0.0,1,0
133,2014,2014-12-07,13,31.181,IND,@,CLE,W 25-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,5,141,28.20,0,3,4,1.33,0,0,0,0.0,0,0
134,2014,2014-12-14,14,31.188,IND,,HOU,W 17-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,60,30.00,0,4,13,3.25,0,0,0,0.0,0,0
135,2014,2014-12-21,15,31.195,IND,@,DAL,L 7-42,,0,0,,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,2,57,28.50,0,1,7,7.00,0,0,0,0.0,0,0
136,2014,2014-12-28,16,31.202,IND,@,TEN,W 27-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,130,43.33,0,3,40,13.33,0,0,0,0.0,1,0
