ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
152,2007,2007-09-16,2,32.254,ATL,@,JAX,L 7-13,*,13,50,3.85,1,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,1,6,0.0,,
153,2007,2007-09-23,3,32.261,ATL,,CAR,L 20-27,*,11,55,5.00,0,5,4,13,3.25,0,80.0%,2.60,0,0,,0,0,0,,0,0,0,0.0,,
154,2007,2007-09-30,4,32.268,ATL,,HOU,W 26-16,,18,62,3.44,0,4,4,9,2.25,0,100.0%,2.25,0,0,,0,0,0,,0,0,0,0.0,,
155,2007,2007-10-07,5,32.275,ATL,@,TEN,L 13-20,*,10,27,2.70,0,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,,
156,2007,2007-10-15,6,32.283,ATL,,NYG,L 10-31,*,8,15,1.88,0,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0,0.0,,
157,2007,2007-10-21,7,32.289,ATL,@,NOR,L 16-22,*,13,28,2.15,0,3,1,1,1.00,0,33.3%,0.33,0,0,,0,0,0,,0,0,0,0.0,,
158,2007,2007-11-04,8,32.303,ATL,,SFO,W 20-16,*,27,100,3.70,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,6,0.0,,
159,2007,2007-11-11,9,32.310,ATL,@,CAR,W 20-13,*,26,89,3.42,1,4,3,51,17.00,0,75.0%,12.75,0,0,,0,0,0,,0,1,6,0.0,,
160,2007,2007-11-18,10,32.317,ATL,,TAM,L 7-31,*,15,32,2.13,0,12,8,40,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,0,0.0,,
161,2007,2007-11-22,11,32.321,ATL,,IND,L 13-31,*,17,70,4.12,0,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,0,0.0,,
162,2007,2007-12-02,12,32.331,ATL,@,STL,L 16-28,*,10,17,1.70,0,3,1,23,23.00,0,33.3%,7.67,0,0,,0,0,0,,0,0,0,0.0,,
163,2007,2007-12-10,13,32.339,ATL,,NOR,L 14-34,*,6,3,0.50,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,0.0,,
164,2007,2007-12-16,14,32.345,ATL,@,TAM,L 3-37,*,8,32,4.00,0,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,0.0,,
165,2007,2007-12-23,15,32.352,ATL,@,ARI,L 27-30,*,11,15,1.36,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,,
166,2007,2007-12-30,16,32.359,ATL,,SEA,W 44-41,*,12,70,5.83,1,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,1,6,0.0,,
167,2008,2008-09-07,1,33.246,TAM,@,NOR,L 20-24,,9,54,6.00,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,0.0,0,0
168,2008,2008-09-14,2,33.253,TAM,,ATL,W 24-9,,12,49,4.08,1,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,,0,1,6,0.0,0,0
169,2008,2008-09-21,3,33.260,TAM,@,CHI,W 27-24,,5,31,6.20,0,5,4,27,6.75,0,80.0%,5.40,0,0,,0,0,0,,0,0,0,0.0,0,0
170,2008,2008-09-28,4,33.267,TAM,,GNB,W 30-21,,16,63,3.94,0,5,2,23,11.50,0,40.0%,4.60,0,0,,0,0,0,,0,0,0,0.0,0,0
171,2008,2008-10-05,5,33.274,TAM,@,DEN,L 13-16,,11,74,6.73,0,3,3,13,4.33,0,100.0%,4.33,0,0,,0,0,0,,0,0,0,0.0,1,0
172,2008,2008-10-12,6,33.281,TAM,,CAR,W 27-3,,22,115,5.23,0,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,0,0,0,0.0,0,0
173,2008,2008-10-19,7,33.288,TAM,,SEA,W 20-10,*,13,37,2.85,0,6,4,21,5.25,0,66.7%,3.50,0,0,,0,0,0,,0,0,0,0.0,0,0
174,2008,2008-10-26,8,33.295,TAM,@,DAL,L 9-13,,1,0,0.00,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,0,0,0,0.0,0,0
175,2008,2008-11-16,10,33.316,TAM,,MIN,W 19-13,,20,53,2.65,0,6,4,65,16.25,0,66.7%,10.83,0,0,,0,0,0,,0,0,0,0.0,0,0
176,2008,2008-11-23,11,33.323,TAM,@,DET,W 38-20,*,14,90,6.43,1,6,5,37,7.40,0,83.3%,6.17,0,0,,0,0,0,,0,1,6,0.0,0,0
177,2008,2008-11-30,12,33.330,TAM,,NOR,W 23-20,*,22,74,3.36,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
178,2008,2008-12-08,13,33.338,TAM,@,CAR,L 23-38,*,10,49,4.90,0,7,3,13,4.33,0,42.9%,1.86,0,0,,0,0,0,,0,0,0,0.0,0,0
179,2008,2008-12-14,14,33.344,TAM,@,ATL,L 10-13,*,12,40,3.33,0,7,7,50,7.14,0,100.0%,7.14,0,0,,0,0,0,,0,0,0,0.0,0,0
180,2008,2008-12-21,15,33.351,TAM,,SDG,L 24-41,*,9,20,2.22,0,6,4,19,4.75,0,66.7%,3.17,0,0,,0,0,0,,0,0,0,0.0,0,0
181,2008,2008-12-28,16,33.358,TAM,,OAK,L 24-31,,10,37,3.70,0,3,2,4,2.00,0,66.7%,1.33,0,0,,0,0,0,,0,0,0,0.0,0,0
