ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
138,1998,1998-11-22,11,35.240,MIN,,GNB,W 28-14,*,20,30,66.67,264,2,1,102.6,2,16,8.80,8.63,4,20,5.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
139,1998,1998-11-26,12,35.244,MIN,@,DAL,W 46-36,*,17,35,48.57,359,4,1,111.5,1,6,10.26,11.26,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,0,0,,0
140,1998,1998-12-06,13,35.254,MIN,,CHI,W 48-22,*,21,31,67.74,349,4,1,131.6,0,0,11.26,12.39,1,19,19.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
141,1998,1998-12-13,14,35.261,MIN,@,BAL,W 38-28,*,32,55,58.18,345,2,1,81.2,2,13,6.27,6.18,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
142,1998,1998-12-20,15,35.268,MIN,,JAX,W 50-10,*,16,30,53.33,210,3,0,109.0,1,7,7.00,9.00,1,22,22.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
143,1998,1998-12-26,16,35.274,MIN,@,TEN,W 26-16,*,23,35,65.71,235,2,1,92.0,0,0,6.71,6.57,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
144,1999,1999-09-12,1,36.169,MIN,@,ATL,W 17-14,*,22,33,66.67,184,1,0,91.0,0,0,5.58,6.18,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
145,1999,1999-09-19,2,36.176,MIN,,OAK,L 17-22,*,23,39,58.97,364,2,2,85.8,6,44,9.33,8.05,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
146,1999,1999-09-26,3,36.183,MIN,@,GNB,L 20-23,*,18,32,56.25,244,1,2,65.1,2,13,7.63,5.44,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
147,1999,1999-10-03,4,36.190,MIN,,TAM,W 21-14,*,26,34,76.47,296,3,1,119.2,0,0,8.71,9.15,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
148,1999,1999-10-10,5,36.197,MIN,,CHI,L 22-24,*,25,47,53.19,309,1,3,54.3,4,30,6.57,4.13,3,42,14.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
149,1999,1999-10-17,6,36.204,MIN,@,DET,L 23-25,*,10,15,66.67,78,0,1,51.5,3,14,5.20,2.20,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
150,2000,2000-09-03,1,37.160,DAL,,PHI,L 14-41,,13,26,50.00,135,1,1,62.2,1,5,5.19,4.23,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
151,2000,2000-09-10,2,37.167,DAL,@,ARI,L 31-32,*,24,34,70.59,243,3,0,120.1,1,3,7.15,8.91,5,34,6.80,0,0,0,0,,0,0.0%,,0,0,0,0,,0
152,2000,2000-09-18,3,37.175,DAL,@,WAS,W 27-21,*,10,23,43.48,185,2,1,82.7,1,6,8.04,7.83,3,32,10.67,0,0,0,0,,0,0.0%,,0,0,0,0,,0
153,2000,2000-10-22,7,37.209,DAL,,ARI,W 48-7,,0,0,,0,0,0,,0,,,,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
154,2000,2000-10-29,8,37.216,DAL,,JAX,L 17-23,,13,20,65.00,177,0,1,72.3,2,13,8.85,6.60,3,-3,-1.00,1,0,0,0,,0,0.0%,,1,6,0,0,,0
155,2000,2000-11-05,9,37.223,DAL,@,PHI,L 13-16,*,14,22,63.64,109,0,1,56.8,3,18,4.95,2.91,9,22,2.44,0,0,0,0,,0,0.0%,,0,0,0,0,,0
156,2001,2001-09-23,2,38.180,BAL,@,CIN,L 10-21,,1,1,100.00,3,0,0,79.2,0,0,3.00,3.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
157,2001,2001-10-07,4,38.194,BAL,,TEN,W 26-7,,,,,,,,,0,,,,,,,,0,,,,,0.0%,,,,,,,
158,2001,2001-10-14,5,38.201,BAL,@,GNB,L 23-31,,5,10,50.00,70,0,0,72.9,0,0,7.00,7.00,4,40,10.00,1,0,0,0,,0,0.0%,,1,6,0,0,,0
159,2001,2001-10-21,6,38.208,BAL,@,CLE,L 14-24,,11,25,44.00,120,1,0,72.1,4,19,4.80,5.60,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
160,2001,2001-10-28,7,38.215,BAL,,JAX,W 18-17,*,23,31,74.19,222,1,1,91.1,5,31,7.16,6.35,5,-3,-0.60,0,0,0,0,,0,0.0%,,0,0,0,0,,0
161,2001,2001-11-04,8,38.222,BAL,@,PIT,W 13-10,*,14,22,63.64,158,1,1,81.3,3,16,7.18,6.05,4,-2,-0.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
