ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
124,2008,2008-09-21,3,32.108,NWE,,MIA,L 13-38,,1,6,6.00,0,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,,,1,11,11.00,0,2,34,17.00,0,0,0,0.0,0,0
125,2008,2008-10-05,4,32.122,NWE,@,SFO,W 30-21,,7,32,4.57,2,4,4,29,7.25,0,100.0%,7.25,0,0,,0,0,0,,0,,,,0,0,,0,2,19,9.50,0,2,12,0.0,0,0
126,2008,2008-10-12,5,32.129,NWE,@,SDG,L 10-30,,8,48,6.00,0,4,3,29,9.67,0,75.0%,7.25,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
127,2008,2008-10-20,6,32.137,NWE,,DEN,W 41-7,,4,50,12.50,0,4,3,6,2.00,0,75.0%,1.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
128,2008,2008-10-26,7,32.143,NWE,,STL,W 23-16,,13,60,4.62,0,7,4,47,11.75,1,57.1%,6.71,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6,0.0,1,0
129,2008,2008-11-02,8,32.150,NWE,@,IND,L 15-18,,10,60,6.00,0,5,5,38,7.60,0,100.0%,7.60,1,1,100.00,-2,0,0,79.2,0,0,-2.00,-2.00,0,0,,0,0,0,,0,0,0,0.0,0,0
130,2008,2008-11-09,9,32.157,NWE,,BUF,W 20-10,*,5,9,1.80,0,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
131,2008,2008-11-13,10,32.161,NWE,,NYJ,L 31-34,,8,38,4.75,0,5,4,49,12.25,0,80.0%,9.80,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
132,2008,2008-11-23,11,32.171,NWE,@,MIA,W 48-28,*,8,53,6.63,1,6,6,52,8.67,0,100.0%,8.67,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
133,2008,2008-11-30,12,32.178,NWE,,PIT,L 10-33,*,6,73,12.17,0,9,7,48,6.86,0,77.8%,5.33,0,0,,0,0,0,,0,,,,1,25,25.00,0,0,0,,0,0,0,0.0,0,0
134,2008,2008-12-07,13,32.185,NWE,@,SEA,W 24-21,,3,16,5.33,0,6,5,22,4.40,0,83.3%,3.67,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
135,2008,2008-12-14,14,32.192,NWE,@,OAK,W 49-26,,6,45,7.50,0,8,6,66,11.00,1,75.0%,8.25,0,0,,0,0,0,,0,,,,0,0,,0,3,26,8.67,0,1,6,0.0,0,0
136,2008,2008-12-21,15,32.199,NWE,,ARI,W 47-7,,1,1,1.00,0,5,3,27,9.00,1,60.0%,5.40,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
137,2008,2008-12-28,16,32.206,NWE,@,BUF,W 13-0,,0,0,,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
138,2009,2009-09-14,1,33.101,NWE,,BUF,W 25-24,,3,7,2.33,0,8,6,51,8.50,0,75.0%,6.38,0,0,,0,0,0,,,,,,4,95,23.75,0,0,0,,0,0,0,0.0,0,0
139,2009,2009-09-20,2,33.107,NWE,@,NYJ,L 9-16,,3,8,2.67,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,1,1,1.00,0,0,0,0.0,0,0
140,2009,2009-09-27,3,33.114,NWE,,ATL,W 26-10,,5,25,5.00,0,4,3,12,4.00,0,75.0%,3.00,0,0,,0,0,0,,,,,,2,49,24.50,0,2,17,8.50,0,0,0,0.0,0,0
141,2009,2009-10-04,4,33.121,NWE,,BAL,W 27-21,,5,22,4.40,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,2,13,6.50,0,0,0,0.0,0,0
142,2009,2009-10-11,5,33.128,NWE,@,DEN,L 17-20,,4,8,2.00,0,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
143,2009,2009-10-18,6,33.135,NWE,,TEN,W 59-0,,1,5,5.00,0,3,3,54,18.00,1,100.0%,18.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
144,2009,2009-10-25,7,33.142,NWE,@,TAM,W 35-7,,2,19,9.50,0,3,2,5,2.50,0,66.7%,1.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
145,2009,2009-11-08,8,33.156,NWE,,MIA,W 27-17,*,2,15,7.50,0,7,4,35,8.75,0,57.1%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
146,2009,2009-11-15,9,33.163,NWE,@,IND,L 34-35,*,12,79,6.58,0,5,2,7,3.50,0,40.0%,1.40,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
147,2009,2009-11-22,10,33.170,NWE,,NYJ,W 31-14,*,2,4,2.00,0,8,4,53,13.25,0,50.0%,6.63,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
148,2009,2009-11-30,11,33.178,NWE,@,NOR,L 17-38,*,3,22,7.33,0,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,1,0
149,2009,2009-12-06,12,33.184,NWE,@,MIA,L 21-22,,3,15,5.00,1,3,2,-1,-0.50,0,66.7%,-0.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
150,2009,2009-12-13,13,33.191,NWE,,CAR,W 20-10,*,10,58,5.80,1,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
151,2009,2009-12-20,14,33.198,NWE,@,BUF,W 17-10,*,1,7,7.00,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
152,2009,2009-12-27,15,33.205,NWE,,JAX,W 35-7,*,6,41,6.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
153,2010,2010-09-12,1,34.099,NWE,,CIN,W 38-24,*,3,23,7.67,0,6,4,47,11.75,0,66.7%,7.83,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
154,2010,2010-09-19,2,34.106,NWE,@,NYJ,L 14-28,*,5,22,4.40,0,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
155,2011,2011-10-30,7,35.147,NWE,@,PIT,L 17-25,*,6,32,5.33,0,5,5,20,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
156,2011,2011-11-13,9,35.161,NWE,@,NYJ,W 37-16,,5,8,1.60,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
157,2011,2011-11-27,11,35.175,NWE,@,PHI,W 38-20,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,
158,2011,2011-12-04,12,35.182,NWE,,IND,W 31-24,*,2,5,2.50,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
159,2011,2011-12-11,13,35.189,NWE,@,WAS,W 34-27,,3,11,3.67,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
160,2011,2011-12-18,14,35.196,NWE,@,DEN,W 41-23,*,1,1,1.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
161,2011,2011-12-24,15,35.202,NWE,,MIA,W 27-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,2,11,5.50,0,0,0,0.0,0,0
