ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
176,2010,2010-11-22,10,32.153,DEN,@,SDG,L 14-35,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,1,0,0
177,2010,2010-11-28,11,32.159,DEN,,STL,L 33-36,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
178,2010,2010-12-05,12,32.166,DEN,@,KAN,L 6-10,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,4,0,0,0,0
179,2010,2010-12-12,13,32.173,DEN,@,ARI,L 13-43,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
180,2010,2010-12-19,14,32.180,DEN,@,OAK,L 23-39,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
181,2010,2010-12-26,15,32.187,DEN,,HOU,W 24-23,*,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
182,2011,2011-09-12,1,33.082,DEN,,OAK,L 20-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
183,2011,2011-10-09,5,33.109,DEN,,SDG,L 24-29,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
184,2011,2011-10-23,6,33.123,DEN,@,MIA,W 18-15,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
185,2011,2011-10-30,7,33.130,DEN,,DET,L 10-45,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
186,2011,2011-11-06,8,33.137,DEN,@,OAK,W 38-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0
187,2011,2011-11-13,9,33.144,DEN,@,KAN,W 17-10,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
188,2011,2011-11-17,10,33.148,DEN,,NYJ,W 17-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
189,2011,2011-11-27,11,33.158,DEN,@,SDG,W 16-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
190,2011,2011-12-04,12,33.165,DEN,@,MIN,W 35-32,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
191,2011,2011-12-11,13,33.172,DEN,,CHI,W 13-10,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
192,2011,2011-12-18,14,33.179,DEN,,NWE,L 23-41,*,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
193,2011,2011-12-24,15,33.185,DEN,@,BUF,L 14-40,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
194,2011,2012-01-01,16,33.193,DEN,,KAN,L 3-7,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
195,2012,2012-09-09,1,34.079,DEN,,PIT,W 31-19,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
196,2012,2012-09-17,2,34.087,DEN,@,ATL,L 21-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
197,2012,2012-09-23,3,34.093,DEN,,HOU,L 25-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
198,2012,2012-09-30,4,34.100,DEN,,OAK,W 37-6,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
199,2012,2012-10-07,5,34.107,DEN,@,NWE,L 21-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
200,2012,2012-10-15,6,34.115,DEN,@,SDG,W 35-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
201,2012,2012-10-28,7,34.128,DEN,,NOR,W 34-14,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,0,0,0,0
202,2012,2012-11-04,8,34.135,DEN,@,CIN,W 31-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,1,1,0,0
203,2012,2012-11-11,9,34.142,DEN,@,CAR,W 36-14,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
204,2012,2012-11-18,10,34.149,DEN,,SDG,W 30-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,8,0,0,0,0
205,2012,2012-11-25,11,34.156,DEN,@,KAN,W 17-9,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,0,0,0,0
206,2012,2012-12-02,12,34.163,DEN,,TAM,W 31-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
207,2012,2012-12-06,13,34.167,DEN,@,OAK,W 26-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,1,18,0
208,2012,2012-12-16,14,34.177,DEN,@,BAL,W 34-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,0,0,0,0
209,2012,2012-12-23,15,34.184,DEN,,CLE,W 34-12,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
210,2012,2012-12-30,16,34.191,DEN,,KAN,W 38-3,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
211,2013,2013-10-13,6,35.113,DEN,,JAX,W 35-19,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,1,0,0,0
212,2013,2013-10-20,7,35.120,DEN,@,IND,L 33-39,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,1,0,0,0
213,2013,2013-12-01,12,35.162,DEN,@,KAN,W 35-28,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
214,2013,2013-12-22,15,35.183,DEN,@,HOU,W 37-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
215,2013,2013-12-29,16,35.190,DEN,@,OAK,W 34-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
