ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
168,2016,2016-11-06,8,34.085,BAL,,PIT,W 21-14,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,9,380,42.22,0
169,2016,2016-11-10,9,34.089,BAL,,CLE,W 28-7,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,4,184,46.00,0
170,2016,2016-11-20,10,34.099,BAL,@,DAL,L 17-27,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,5,237,47.40,0
171,2016,2016-11-27,11,34.106,BAL,,CIN,W 19-14,,1,-23,-23.00,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,5,222,44.40,0
172,2016,2016-12-04,12,34.113,BAL,,MIA,W 38-6,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,3,93,31.00,0
173,2016,2016-12-12,13,34.121,BAL,@,NWE,L 23-30,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,6,289,48.17,0
174,2016,2016-12-18,14,34.127,BAL,,PHI,W 27-26,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,4,197,49.25,0
175,2016,2016-12-25,15,34.134,BAL,@,PIT,L 27-31,,1,0,0.00,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,3,109,36.33,0
176,2016,2017-01-01,16,34.141,BAL,@,CIN,L 10-27,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,4,175,43.75,0
177,2017,2017-09-10,1,35.028,BAL,@,CIN,W 20-0,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,6,250,41.67,0
178,2017,2017-09-17,2,35.035,BAL,,CLE,W 24-10,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,5,235,47.00,0
179,2017,2017-09-24,3,35.042,BAL,@,JAX,L 7-44,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,7,311,44.43,0
180,2017,2017-10-01,4,35.049,BAL,,PIT,L 9-26,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,5,222,44.40,0
181,2017,2017-10-08,5,35.056,BAL,@,OAK,W 30-17,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,3,117,39.00,0
182,2017,2017-10-15,6,35.063,BAL,,CHI,L 24-27,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,7,385,55.00,0
183,2017,2017-10-22,7,35.070,BAL,@,MIN,L 16-24,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,6,289,48.17,0
184,2017,2017-10-26,8,35.074,BAL,,MIA,W 40-0,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,5,225,45.00,0
185,2017,2017-11-05,9,35.084,BAL,@,TEN,L 20-23,,0,0,,0,1,1,100.00,16,0,0,118.7,0,0,16.00,16.00,,0,0,0.0,0,0,4,180,45.00,0
186,2017,2017-11-19,10,35.098,BAL,@,GNB,W 23-0,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,7,290,41.43,0
187,2017,2017-11-27,11,35.106,BAL,,HOU,W 23-16,,0,0,,0,1,1,100.00,22,0,0,118.7,0,0,22.00,22.00,,0,0,0.0,0,0,6,308,51.33,0
188,2017,2017-12-03,12,35.112,BAL,,DET,W 44-20,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,5,209,41.80,0
189,2017,2017-12-10,13,35.119,BAL,@,PIT,L 38-39,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,3,125,41.67,0
190,2017,2017-12-17,14,35.126,BAL,@,CLE,W 27-10,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,5,215,43.00,0
191,2017,2017-12-23,15,35.132,BAL,,IND,W 23-16,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,2,71,35.50,1
192,2017,2017-12-31,16,35.140,BAL,,CIN,L 27-31,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,8,333,41.63,0
193,2018,2018-09-09,1,36.027,BAL,,BUF,W 47-3,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,5,257,51.40,0
194,2018,2018-09-13,2,36.031,BAL,@,CIN,L 23-34,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,3,169,56.33,0
195,2018,2018-09-23,3,36.041,BAL,,DEN,W 27-14,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,4,197,49.25,1
