ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
235,1999,1999-09-12,1,39.209,WAS,,DAL,L 35-41,*,,,,,,,,,,,,,,,,,,
236,1999,1999-09-19,2,39.216,WAS,@,NYG,W 50-21,*,,,,,,,,,,,,,,,,,,
237,1999,1999-09-26,3,39.223,WAS,@,NYJ,W 27-20,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0
238,1999,1999-10-03,4,39.230,WAS,,CAR,W 38-36,*,,,,,,,,,,,,,,,,,,
239,1999,1999-10-17,5,39.244,WAS,@,ARI,W 24-10,*,,,,,,,,,,,,,,,,,,
240,1999,1999-10-24,6,39.251,WAS,@,DAL,L 20-38,*,,,,,,,,,,,,,,,,,,
241,1999,1999-10-31,7,39.258,WAS,,CHI,W 48-22,*,,,,,,,,,,,,,,,,,,
242,1999,1999-11-07,8,39.265,WAS,,BUF,L 17-34,*,,,,,,,,,,,,,,,,,,
243,1999,1999-11-14,9,39.272,WAS,@,PHI,L 28-35,*,,,,,,,,,,,,,,,,,,
244,1999,1999-11-21,10,39.279,WAS,,NYG,W 23-13,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,25,0
245,1999,1999-11-28,11,39.286,WAS,,PHI,W 20-17,*,,,,,,,,,,,,,,,,,,
246,1999,1999-12-05,12,39.293,WAS,@,DET,L 17-33,*,,,,,,,,,,,,,,,,,,
247,1999,1999-12-12,13,39.300,WAS,,ARI,W 28-3,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,8,0
248,1999,1999-12-19,14,39.307,WAS,@,IND,L 21-24,*,,,,,,,,,,,,,,,,,,
249,1999,1999-12-26,15,39.314,WAS,@,SFO,W 26-20,*,,,,,,,,,,,,,,,,,,
250,1999,2000-01-02,16,39.321,WAS,,MIA,W 21-10,*,,,,,,,,,,,,,,,,,,
251,2000,2000-09-03,1,40.201,WAS,,CAR,W 20-17,,,,,,,,,,,,,,,,,,,
252,2000,2000-09-10,2,40.208,WAS,@,DET,L 10-15,,,,,,,,,,,,,,,,,,,
253,2000,2000-09-18,3,40.216,WAS,,DAL,L 21-27,,,,,,,,,,,,,,,,,,,
254,2000,2000-09-24,4,40.222,WAS,@,NYG,W 16-6,,,,,,,,,,,,,,,,,,,
255,2000,2000-10-01,5,40.229,WAS,,TAM,W 20-17,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0
256,2000,2000-10-08,6,40.236,WAS,@,PHI,W 17-14,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,33,0
257,2000,2000-10-15,7,40.243,WAS,,BAL,W 10-3,,,,,,,,,,,,,,,,,,,
258,2000,2000-11-20,11,40.279,WAS,@,STL,W 33-20,*,,,,,,,,,,,,,,,,,,
259,2000,2000-11-26,12,40.285,WAS,,PHI,L 20-23,,,,,,,,,,,,,,,,,,,
260,2000,2000-12-03,13,40.292,WAS,,NYG,L 7-9,,,,,,,,,,,,,,,,,,,
261,2000,2000-12-10,14,40.299,WAS,@,DAL,L 13-32,,,,,,,,,,,,,,,,,,,
262,2000,2000-12-16,15,40.305,WAS,@,PIT,L 3-24,,,,,,,,,,,,,,,,,,,
263,2000,2000-12-24,16,40.313,WAS,,ARI,W 20-3,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,2,0
264,2001,2001-09-09,1,41.206,WAS,@,SDG,L 3-30,,,,,,,,,,,,,,,,,,,
265,2001,2001-09-24,2,41.221,WAS,@,GNB,L 0-37,,,,,,,,,,,,,,,,,,,
266,2001,2001-09-30,3,41.227,WAS,,KAN,L 13-45,,,,,,,,,,,,,,,,,,,
267,2001,2001-10-07,4,41.234,WAS,@,NYG,L 9-23,,,,,,,,,,,,,,,,,,,
268,2001,2001-10-15,5,41.242,WAS,@,DAL,L 7-9,,,,,,,,,,,,,,,,,,,
269,2001,2001-10-21,6,41.248,WAS,,CAR,W 17-14,*,,,,,,,,,,,,,,,,,,
270,2001,2001-10-28,7,41.255,WAS,,NYG,W 35-21,*,,,,,,,,,,,,,,,,,,
271,2001,2001-11-04,8,41.262,WAS,,SEA,W 27-14,*,,,,,,,,,,,,,,,,,,
272,2001,2001-11-18,9,41.276,WAS,@,DEN,W 17-10,,,,,,,,,,,,,,,,,,,
273,2001,2001-11-25,10,41.283,WAS,@,PHI,W 13-3,,,,,,,,,,,,,,,,,,,
274,2001,2001-12-02,11,41.290,WAS,,DAL,L 14-20,,,,,,,,,,,,,,,,,,,
275,2001,2001-12-09,12,41.297,WAS,@,ARI,W 20-10,,,,,,,,,,,,,,,,,,,
276,2001,2001-12-16,13,41.304,WAS,,PHI,L 6-20,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0
277,2001,2001-12-23,14,41.311,WAS,,CHI,L 15-20,,,,,,,,,,,,,,,,,,,
278,2001,2001-12-30,15,41.318,WAS,@,NOR,W 40-10,,,,,,,,,,,,,,,,,,,
279,2001,2002-01-06,16,41.325,WAS,,ARI,W 20-17,*,,,,,,,,,,,,,,,,,,
280,2002,2002-09-08,1,42.205,WAS,,ARI,W 31-23,,,,,,,,,,,,,,,,,,,
281,2002,2002-09-16,2,42.213,WAS,,PHI,L 7-37,,,,,,,,,,,,,,,,,,,
282,2002,2002-09-22,3,42.219,WAS,@,SFO,L 10-20,*,,,,,,,,,,,,,,,,,,
283,2002,2002-10-06,4,42.233,WAS,@,TEN,W 31-14,*,,,,,,,,,,,,,,,,,,
284,2002,2002-10-13,5,42.240,WAS,,NOR,L 27-43,*,,,,,,,,,,,,,,,,,,
285,2002,2002-10-20,6,42.247,WAS,@,GNB,L 9-30,,,,,,,,,,,,,,,,,,,
286,2002,2002-10-27,7,42.254,WAS,,IND,W 26-21,,,,,,,,,,,,,,,,,,,
287,2002,2002-11-03,8,42.261,WAS,@,SEA,W 14-3,,,,,,,,,,,,,,,,,,,
288,2002,2002-11-10,9,42.268,WAS,@,JAX,L 7-26,,,,,,,,,,,,,,,,,,,
289,2002,2002-11-17,10,42.275,WAS,@,NYG,L 17-19,,,,,,,,,,,,,,,,,,,
290,2002,2002-11-24,11,42.282,WAS,,STL,W 20-17,,,,,,,,,,,,,,,,,,,
291,2002,2002-11-28,12,42.286,WAS,@,DAL,L 20-27,,,,,,,,,,,,,,,,,,,
292,2002,2002-12-08,13,42.296,WAS,,NYG,L 21-27,,,,,,,,,,,,,,,,,,,
293,2002,2002-12-15,14,42.303,WAS,@,PHI,L 21-34,,,,,,,,,,,,,,,,,,,
294,2002,2002-12-22,15,42.310,WAS,,HOU,W 26-10,,,,,,,,,,,,,,,,,,,
295,2002,2002-12-29,16,42.317,WAS,,DAL,W 20-14,*,,,,,,,,,0,35,,0,,,,,,
