ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
195,2016,2016-10-09,5,38.035,MIN,,HOU,W 31-13,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
196,2016,2016-10-23,6,38.049,MIN,@,PHI,L 10-21,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
197,2016,2016-10-31,7,38.057,MIN,@,CHI,L 10-20,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
198,2016,2016-11-06,8,38.063,MIN,,DET,L 16-22,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
199,2016,2016-11-13,9,38.070,MIN,@,WAS,L 20-26,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
200,2016,2016-11-20,10,38.077,MIN,,ARI,W 30-24,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,1,0,0,0
201,2016,2016-12-01,12,38.088,MIN,,DAL,L 15-17,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
202,2016,2016-12-11,13,38.098,MIN,@,JAX,W 25-16,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,0,0,0,0
203,2016,2016-12-18,14,38.105,MIN,,IND,L 6-34,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
204,2016,2016-12-24,15,38.111,MIN,@,GNB,L 25-38,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
205,2016,2017-01-01,16,38.119,MIN,,CHI,W 38-10,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
206,2017,2017-09-11,1,39.007,MIN,,NOR,W 29-19,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
207,2017,2017-09-17,2,39.013,MIN,@,PIT,L 9-26,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
208,2017,2017-09-24,3,39.020,MIN,,TAM,W 34-17,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
209,2017,2017-10-01,4,39.027,MIN,,DET,L 7-14,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
210,2017,2017-10-09,5,39.035,MIN,@,CHI,W 20-17,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
211,2017,2017-10-15,6,39.041,MIN,,GNB,W 23-10,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,2,0,0,0
212,2017,2017-10-22,7,39.048,MIN,,BAL,W 24-16,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,2,0,0,0
213,2017,2017-10-29,8,39.055,MIN,@,CLE,W 33-16,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
214,2017,2017-11-12,9,39.069,MIN,@,WAS,W 38-30,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,2,0,0,0
215,2017,2017-11-19,10,39.076,MIN,,LAR,W 24-7,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
216,2017,2017-11-23,11,39.080,MIN,@,DET,W 30-23,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
217,2017,2017-12-03,12,39.090,MIN,@,ATL,W 14-9,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
218,2017,2017-12-10,13,39.097,MIN,@,CAR,L 24-31,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,1,0,0,0
219,2017,2017-12-17,14,39.104,MIN,,CIN,W 34-7,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,1,3,0
220,2017,2017-12-23,15,39.110,MIN,@,GNB,W 16-0,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
221,2017,2017-12-31,16,39.118,MIN,,CHI,W 23-10,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,1,0,0,0
