ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
158,1975,1975-09-28,2,35.217,STL,@,DAL,L 31-37,1,35,35.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
159,1975,1975-10-05,3,35.224,STL,,NYG,W 26-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1975,1975-10-13,4,35.232,STL,@,WAS,L 17-27,2,17,8.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
161,1975,1975-10-19,5,35.238,STL,,PHI,W 31-20,2,69,34.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
162,1975,1975-10-25,6,35.244,STL,@,NYG,W 20-13,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
163,1975,1975-11-02,7,35.252,STL,,NWE,W 24-17,2,16,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
164,1975,1975-12-14,13,35.294,STL,@,CHI,W 34-20,2,72,36.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
165,1975,1975-12-21,14,35.301,STL,@,DET,W 24-13,2,26,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
166,1976,1976-09-26,3,36.216,STL,@,SDG,L 24-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1976,1976-10-03,4,36.223,STL,,NYG,W 27-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1976,1976-10-10,5,36.230,STL,,PHI,W 33-14,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
169,1976,1976-10-17,6,36.237,STL,,DAL,W 21-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1976,1976-10-25,7,36.245,STL,@,WAS,L 10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1976,1976-10-31,8,36.251,STL,,SFO,W 23-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1976,1976-11-07,9,36.258,STL,@,PHI,W 17-14,1,-3,-3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
173,1976,1976-11-14,10,36.265,STL,@,RAM,W 30-28,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,8,8.00,0,0,0,0,0,,0
174,1976,1976-11-21,11,36.272,STL,,WAS,L 10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1976,1976-11-25,12,36.276,STL,@,DAL,L 14-19,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,0,0,0,0,,0
176,1976,1976-12-04,13,36.285,STL,,BAL,W 24-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,35,35.00,0,0,0,0,0,,0
177,1976,1976-12-12,14,36.293,STL,@,NYG,W 17-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1977,1977-09-18,1,37.207,STL,@,DEN,L 0-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1977,1977-09-25,2,37.214,STL,,CHI,W 16-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1977,1977-10-02,3,37.221,STL,@,WAS,L 14-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1977,1977-10-09,4,37.228,STL,,DAL,L 24-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1977,1977-10-16,5,37.235,STL,@,PHI,W 21-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1977,1977-10-23,6,37.242,STL,,NOR,W 49-31,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
184,1977,1977-10-31,7,37.250,STL,,NYG,W 28-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1977,1977-11-06,8,37.256,STL,@,MIN,W 27-7,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,0,0,0,0,,0
186,1977,1977-11-14,9,37.264,STL,@,DAL,W 24-17,1,3,3.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
187,1977,1977-11-20,10,37.270,STL,,PHI,W 21-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1977,1977-11-24,11,37.274,STL,,MIA,L 14-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1977,1977-12-04,12,37.284,STL,@,NYG,L 7-27,2,22,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
190,1977,1977-12-10,13,37.290,STL,,WAS,L 20-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1977,1977-12-18,14,37.298,STL,@,TAM,L 7-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1978,1978-10-02,5,38.221,DAL,@,WAS,L 5-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1978,1978-10-08,6,38.227,DAL,,NYG,W 24-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1978,1978-10-15,7,38.234,DAL,@,STL,W 24-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1978,1978-10-22,8,38.241,DAL,,PHI,W 14-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1978,1978-10-26,9,38.245,DAL,,MIN,L 10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1978,1978-11-05,10,38.255,DAL,@,MIA,L 16-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1978,1978-11-12,11,38.262,DAL,@,GNB,W 42-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1978,1978-11-19,12,38.269,DAL,,NOR,W 27-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1978,1978-11-23,13,38.273,DAL,,WAS,W 37-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1978,1978-12-03,14,38.283,DAL,,NWE,W 17-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1978,1978-12-10,15,38.290,DAL,@,PHI,W 31-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1978,1978-12-17,16,38.297,DAL,@,NYJ,W 30-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
