ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
143,2015,2015-10-19,6,32.121,PHI,,NYG,W 27-7,*,2,4,2.00,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,4,25,6.25,0,,0,0,0.0,0,0
144,2015,2015-10-25,7,32.127,PHI,@,CAR,L 16-27,,3,9,3.00,0,10,5,31,6.20,0,50.0%,3.10,0,0,,0,1,2,2.00,0,,0,0,0.0,0,0
145,2015,2015-11-08,8,32.141,PHI,@,DAL,W 33-27,,5,23,4.60,0,3,2,3,1.50,0,66.7%,1.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
146,2015,2015-11-15,9,32.148,PHI,,MIA,L 19-20,,3,0,0.00,0,6,5,34,6.80,0,83.3%,5.67,1,20,20.00,0,7,57,8.14,0,,0,0,0.0,0,0
147,2015,2015-11-22,10,32.155,PHI,,TAM,L 17-45,,6,21,3.50,0,7,3,38,12.67,1,42.9%,5.43,0,0,,0,2,6,3.00,0,,1,6,0.0,0,0
148,2015,2015-11-26,11,32.159,PHI,@,DET,L 14-45,,2,4,2.00,0,6,4,21,5.25,0,66.7%,3.50,0,0,,0,2,3,1.50,0,,0,0,0.0,0,0
149,2015,2015-12-06,12,32.169,PHI,@,NWE,W 35-28,*,15,66,4.40,0,6,4,34,8.50,0,66.7%,5.67,0,0,,0,5,115,23.00,1,,1,6,0.0,0,0
150,2015,2015-12-13,13,32.176,PHI,,BUF,W 23-20,,7,41,5.86,1,3,2,4,2.00,0,66.7%,1.33,0,0,,0,4,47,11.75,0,,1,6,0.0,0,0
151,2015,2015-12-20,14,32.183,PHI,,ARI,L 17-40,,6,9,1.50,0,4,3,16,5.33,0,75.0%,4.00,0,0,,0,2,12,6.00,0,,0,0,0.0,0,0
152,2015,2015-12-26,15,32.189,PHI,,WAS,L 24-38,,5,9,1.80,0,9,7,56,8.00,0,77.8%,6.22,0,0,,0,2,0,0.00,0,,0,0,0.0,0,0
153,2015,2016-01-03,16,32.197,PHI,@,NYG,W 35-30,,3,24,8.00,1,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,,1,6,0.0,0,0
154,2016,2016-09-11,1,33.083,PHI,,CLE,W 29-10,,5,12,2.40,0,5,2,24,12.00,0,40.0%,4.80,1,19,19.00,0,4,59,14.75,0,,0,0,0.0,0,0
155,2016,2016-09-19,2,33.091,PHI,@,CHI,W 29-14,*,12,40,3.33,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
156,2016,2016-09-25,3,33.097,PHI,,PIT,W 34-3,,2,-1,-0.50,0,6,6,128,21.33,1,100.0%,21.33,0,0,,0,2,16,8.00,0,,1,6,0.0,0,0
157,2016,2016-10-09,4,33.111,PHI,@,DET,L 23-24,,5,45,9.00,0,4,4,23,5.75,0,100.0%,5.75,0,0,,0,1,6,6.00,0,,0,0,0.0,0,0
158,2016,2016-10-16,5,33.118,PHI,@,WAS,L 20-27,,4,20,5.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,3,31,10.33,0,,0,0,0.0,0,0
159,2016,2016-10-23,6,33.125,PHI,,MIN,W 21-10,,3,26,8.67,0,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
160,2016,2016-10-30,7,33.132,PHI,@,DAL,L 23-29,*,15,86,5.73,0,7,5,17,3.40,0,71.4%,2.43,0,0,,0,2,9,4.50,0,,0,0,0.0,1,0
161,2016,2016-11-06,8,33.139,PHI,@,NYG,L 23-28,*,13,57,4.38,0,9,3,14,4.67,0,33.3%,1.56,0,0,,0,2,76,38.00,0,,0,0,0.0,0,0
162,2016,2016-11-13,9,33.146,PHI,,ATL,W 24-15,,2,19,9.50,0,10,8,57,7.13,0,80.0%,5.70,0,0,,0,0,0,,0,,0,0,0.0,0,0
163,2016,2016-11-20,10,33.153,PHI,@,SEA,L 15-26,*,2,15,7.50,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,15,15.00,0,,0,0,0.0,0,0
164,2016,2016-11-28,11,33.161,PHI,,GNB,L 13-27,,3,6,2.00,0,7,5,48,9.60,0,71.4%,6.86,0,0,,0,0,0,,0,,0,0,0.0,0,0
165,2016,2016-12-04,12,33.167,PHI,@,CIN,L 14-32,,7,14,2.00,1,6,6,35,5.83,0,100.0%,5.83,0,0,,0,1,7,7.00,0,,1,6,0.0,0,0
166,2016,2016-12-11,13,33.174,PHI,,WAS,L 22-27,,5,27,5.40,0,3,2,13,6.50,1,66.7%,4.33,0,0,,0,1,5,5.00,0,,1,6,0.0,0,0
167,2016,2016-12-22,15,33.185,PHI,,NYG,W 24-19,,7,40,5.71,1,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
168,2016,2017-01-01,16,33.195,PHI,,DAL,W 27-13,*,9,32,3.56,0,5,3,4,1.33,0,60.0%,0.80,0,0,,0,0,0,,0,,0,0,0.0,0,0
169,2017,2017-09-10,1,34.082,PHI,@,WAS,W 30-17,,2,2,1.00,0,8,5,43,8.60,0,62.5%,5.38,0,0,,0,0,0,,0,,0,0,0.0,0,0
170,2017,2017-09-17,2,34.089,PHI,@,KAN,L 20-27,,10,48,4.80,0,4,2,30,15.00,0,50.0%,7.50,0,0,,0,1,10,10.00,0,,0,0,0.0,0,0
171,2017,2017-09-24,3,34.096,PHI,,NYG,W 27-24,,3,11,3.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
172,2018,2018-09-06,1,35.078,PHI,,ATL,W 18-12,*,5,10,2.00,0,7,4,22,5.50,0,57.1%,3.14,0,0,,0,3,29,9.67,0,,0,0,0.0,0,0
