ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
148,2008,2008-10-26,8,33.004,SFO,,SEA,L 13-34,,0,0,,0,0,0,0,,0,0.0%,,3,78,26.00,0,0,0,,0,0,0,0.0,0,0,0,0,0
149,2008,2008-11-10,9,33.019,SFO,@,ARI,L 24-29,,0,0,,0,0,0,0,,0,0.0%,,4,186,46.50,1,2,12,6.00,0,1,6,0.0,0,0,0,0,0
150,2008,2008-11-16,10,33.025,SFO,,STL,W 35-16,,0,0,,0,0,0,0,,0,0.0%,,3,70,23.33,0,2,40,20.00,0,0,0,0.0,0,0,0,0,0
151,2008,2008-11-23,11,33.032,SFO,@,DAL,L 22-35,,0,0,,0,0,0,0,,0,0.0%,,2,32,16.00,0,1,9,9.00,0,0,0,0.0,0,0,0,0,0
152,2008,2008-12-21,15,33.060,SFO,@,STL,W 17-16,,0,0,,0,0,0,0,,0,0.0%,,4,95,23.75,0,4,36,9.00,0,0,0,0.0,0,0,0,0,0
153,2008,2008-12-28,16,33.067,SFO,,WAS,W 27-24,,0,0,,0,0,0,0,,0,0.0%,,3,71,23.67,0,2,43,21.50,0,0,0,0.0,0,0,0,0,0
154,2009,2009-09-13,1,33.326,SFO,@,ARI,W 20-16,,0,0,,0,0,0,0,,0,0.0%,,2,40,20.00,0,4,30,7.50,0,0,0,0.0,0,0,0,0,0
155,2009,2009-09-20,2,33.333,SFO,,SEA,W 23-10,,0,0,,0,0,0,0,,0,0.0%,,1,20,20.00,0,5,35,7.00,0,0,0,0.0,0,1,0,0,0
156,2009,2009-09-27,3,33.340,SFO,@,MIN,L 24-27,,0,0,,0,0,0,0,,0,0.0%,,4,92,23.00,0,3,19,6.33,0,0,0,0.0,0,0,0,0,0
157,2009,2009-10-25,6,34.003,DAL,,ATL,W 37-21,,0,0,,0,0,0,0,,0,0.0%,,1,16,16.00,0,0,0,,0,0,0,0.0,0,0,0,0,0
