ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
165,2014,2014-09-08,1,35.132,NYG,@,DET,L 14-35,,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
166,2014,2014-09-14,2,35.138,NYG,,ARI,L 14-25,,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0.0,1,0,0,0,,0
167,2014,2014-09-21,3,35.145,NYG,,HOU,W 30-17,,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
168,2014,2014-09-25,4,35.149,NYG,@,WAS,W 45-14,,0,0,,0,0,0,,0,0,,,6,6,100.0,1,1,100.0,0,9,0.0,0,0,0,0,,0
169,2014,2014-10-05,5,35.159,NYG,,ATL,W 30-20,,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
170,2014,2014-10-12,6,35.166,NYG,@,PHI,L 0-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2014,2014-10-19,7,35.173,NYG,@,DAL,L 21-31,,0,0,,0,0,0,,0,0,,,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
172,2014,2014-11-03,8,35.188,NYG,,IND,L 24-40,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0.0,1,0,0,0,,0
173,2014,2014-11-09,9,35.194,NYG,@,SEA,L 17-38,,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
174,2014,2014-11-16,10,35.201,NYG,,SFO,L 10-16,,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
175,2014,2014-11-23,11,35.208,NYG,,DAL,L 28-31,,0,0,,0,0,0,,0,0,,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
176,2014,2014-11-30,12,35.215,NYG,@,JAX,L 24-25,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,,0
177,2014,2014-12-07,13,35.222,NYG,@,TEN,W 36-7,,0,0,,0,0,0,,0,0,,,3,3,100.0,5,5,100.0,0,18,0.0,0,0,0,0,,0
178,2014,2014-12-14,14,35.229,NYG,,WAS,W 24-13,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
179,2014,2014-12-21,15,35.236,NYG,@,STL,W 37-27,,0,0,,0,0,0,,0,0,,,4,4,100.0,3,4,75.0,0,13,0.0,0,0,0,0,,0
180,2014,2014-12-28,16,35.243,NYG,,PHI,L 26-34,,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,,0
181,2015,2015-09-13,1,36.137,NYG,@,DAL,L 26-27,,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,,0
182,2015,2015-09-20,2,36.144,NYG,,ATL,L 20-24,,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
183,2015,2015-09-24,3,36.148,NYG,,WAS,W 32-21,,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
184,2015,2015-10-04,4,36.158,NYG,@,BUF,W 24-10,,0,0,,0,0,0,,0,0,,,1,2,50.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
185,2015,2015-10-11,5,36.165,NYG,,SFO,W 30-27,,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
186,2015,2015-10-19,6,36.173,NYG,@,PHI,L 7-27,,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
187,2015,2015-10-25,7,36.179,NYG,,DAL,W 27-20,,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
188,2015,2015-11-01,8,36.186,NYG,@,NOR,L 49-52,,0,0,,0,0,0,,0,0,,,7,7,100.0,,,,0,7,0.0,0,0,0,0,,0
189,2015,2015-11-08,9,36.193,NYG,@,TAM,W 32-18,,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,,0
190,2015,2015-11-15,10,36.200,NYG,,NWE,L 26-27,,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,,0
191,2015,2015-11-29,11,36.214,NYG,@,WAS,L 14-20,,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
192,2015,2015-12-06,12,36.221,NYG,,NYJ,L 20-23,,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,,0
193,2015,2015-12-14,13,36.229,NYG,@,MIA,W 31-24,,0,0,,0,0,0,,0,0,,,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,0,,0
194,2015,2015-12-20,14,36.235,NYG,,CAR,L 35-38,,0,0,,0,0,0,,0,0,,,5,5,100.0,,,,0,5,0.0,0,0,0,0,,0
195,2015,2015-12-27,15,36.242,NYG,@,MIN,L 17-49,,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
196,2015,2016-01-03,16,36.249,NYG,,PHI,L 30-35,,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
197,2016,2016-09-18,2,37.142,NYG,,NOR,W 16-13,,0,0,,0,0,0,,0,0,,,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,,0
198,2016,2016-09-25,3,37.149,NYG,,WAS,L 27-29,,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
199,2016,2016-10-03,4,37.157,NYG,@,MIN,L 10-24,,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
200,2016,2016-10-09,5,37.163,NYG,@,GNB,L 16-23,,0,0,,0,0,0,,0,0,,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
201,2016,2016-10-16,6,37.170,NYG,,BAL,W 27-23,,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
