ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
203,2016,2016-12-24,15,36.189,SDG,@,CLE,L 17-20,*,13,8,94,11.75,1,61.5%,7.23,,1,6,0.0,0,0
204,2016,2017-01-01,16,36.197,SDG,,KAN,L 27-37,*,8,5,55,11.00,1,62.5%,6.88,,1,6,0.0,0,0
205,2017,2017-09-11,1,37.085,LAC,@,DEN,L 21-24,*,3,2,17,8.50,0,66.7%,5.67,,0,0,0.0,0,0
206,2017,2017-09-17,2,37.091,LAC,,MIA,L 17-19,,4,2,11,5.50,1,50.0%,2.75,,1,6,0.0,0,0
207,2017,2017-09-24,3,37.098,LAC,,KAN,L 10-24,,5,2,30,15.00,0,40.0%,6.00,,0,0,0.0,0,0
208,2017,2017-10-01,4,37.105,LAC,,PHI,L 24-26,,5,3,18,6.00,0,60.0%,3.60,,0,0,0.0,0,0
209,2017,2017-10-08,5,37.112,LAC,@,NYG,W 27-22,,3,2,23,11.50,0,66.7%,7.67,,0,0,0.0,0,0
210,2017,2017-10-15,6,37.119,LAC,@,OAK,W 17-16,,1,1,16,16.00,0,100.0%,16.00,,0,0,0.0,0,0
211,2017,2017-10-22,7,37.126,LAC,,DEN,W 21-0,,1,1,4,4.00,0,100.0%,4.00,,0,0,0.0,0,0
212,2017,2017-10-29,8,37.133,LAC,@,NWE,L 13-21,,2,2,25,12.50,0,100.0%,12.50,,0,0,0.0,0,0
213,2017,2017-11-12,9,37.147,LAC,@,JAX,L 17-20,*,2,1,3,3.00,0,50.0%,1.50,,0,0,0.0,0,0
214,2017,2017-11-19,10,37.154,LAC,,BUF,W 54-24,,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
215,2017,2017-11-23,11,37.158,LAC,@,DAL,W 28-6,,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
216,2017,2017-12-03,12,37.168,LAC,,CLE,W 19-10,,4,3,32,10.67,0,75.0%,8.00,,0,0,0.0,0,0
217,2017,2017-12-10,13,37.175,LAC,,WAS,W 30-13,*,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
218,2017,2017-12-16,14,37.181,LAC,@,KAN,L 13-30,,3,1,10,10.00,1,33.3%,3.33,,1,6,0.0,0,0
219,2017,2017-12-24,15,37.189,LAC,@,NYJ,W 14-7,,8,6,81,13.50,1,75.0%,10.13,,1,6,0.0,0,0
220,2017,2017-12-31,16,37.196,LAC,,OAK,W 30-10,*,6,4,46,11.50,0,66.7%,7.67,,0,0,0.0,0,0
221,2018,2018-09-09,1,38.083,LAC,,KAN,L 28-38,,3,2,16,8.00,0,66.7%,5.33,1,0,2,0.0,0,0
222,2018,2018-09-16,2,38.090,LAC,@,BUF,W 31-20,,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
223,2018,2018-09-23,3,38.097,LAC,@,LAR,L 23-35,,5,3,45,15.00,0,60.0%,9.00,,0,0,0.0,0,0
