ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
172,2004,2004-12-05,12,33.201,TEN,@,IND,L 24-51,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,,,,,,0,0,4,189,47.25,0
173,2004,2004-12-13,13,33.209,TEN,,KAN,L 38-49,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,4,147,36.75,0
174,2004,2004-12-19,14,33.215,TEN,@,OAK,L 35-40,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,,,,,,0,0,4,165,41.25,0
175,2004,2004-12-25,15,33.221,TEN,,DEN,L 16-37,,0,0,,0,0,0,,0,,,,0,0,,0,,,,1,1,100.0,0,3,6,240,40.00,0
176,2004,2005-01-02,16,33.229,TEN,,DET,W 24-19,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,6,239,39.83,0
177,2005,2005-09-11,1,34.116,TEN,@,PIT,L 7-34,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,2,92,46.00,0
178,2005,2005-09-18,2,34.123,TEN,,BAL,W 25-10,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,8,359,44.88,0
179,2005,2005-09-25,3,34.130,TEN,@,STL,L 27-31,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,5,216,43.20,0
180,2005,2005-10-02,4,34.137,TEN,,IND,L 10-31,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,3,113,37.67,0
181,2005,2005-10-09,5,34.144,TEN,@,HOU,W 34-20,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,4,186,46.50,0
182,2005,2005-10-16,6,34.151,TEN,,CIN,L 23-31,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,3,125,41.67,0
183,2005,2005-10-23,7,34.158,TEN,@,ARI,L 10-20,,0,0,,0,0,0,,0,,,,1,0,0.00,0,,,,,,,0,0,7,296,42.29,0
184,2005,2005-10-30,8,34.165,TEN,,OAK,L 25-34,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,3,125,41.67,0
185,2005,2005-11-06,9,34.172,TEN,@,CLE,L 14-20,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,,,,,,0,0,7,244,34.86,0
186,2005,2005-11-20,10,34.186,TEN,,JAX,L 28-31,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,8,373,46.63,0
187,2005,2005-11-27,11,34.193,TEN,,SFO,W 33-22,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,5,229,45.80,0
188,2005,2005-12-04,12,34.200,TEN,@,IND,L 3-35,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,2,86,43.00,0
189,2005,2005-12-11,13,34.207,TEN,,HOU,W 13-10,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,5,215,43.00,0
190,2005,2005-12-18,14,34.214,TEN,,SEA,L 24-28,,1,1,100.00,26,0,0,118.7,0,0,26.00,26.00,0,0,,0,,,,,,,0,0,2,90,45.00,0
191,2005,2005-12-24,15,34.220,TEN,@,MIA,L 10-24,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,9,382,42.44,0
192,2005,2006-01-01,16,34.228,TEN,@,JAX,L 13-40,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,5,240,48.00,0
193,2006,2006-09-10,1,35.115,TEN,,NYJ,L 16-23,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,239,39.83,0
194,2006,2006-09-17,2,35.122,TEN,@,SDG,L 7-40,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,7,287,41.00,0
195,2006,2006-09-24,3,35.129,TEN,@,MIA,L 10-13,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,275,45.83,0
196,2006,2006-10-01,4,35.136,TEN,,DAL,L 14-45,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,137,34.25,0
197,2006,2006-10-08,5,35.143,TEN,@,IND,L 13-14,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,255,42.50,0
198,2006,2006-10-15,6,35.150,TEN,@,WAS,W 25-22,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,7,295,42.14,0
199,2006,2006-10-29,7,35.164,TEN,,HOU,W 28-22,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,8,393,49.13,0
200,2006,2006-11-05,8,35.171,TEN,@,JAX,L 7-37,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,7,327,46.71,0
201,2006,2006-11-12,9,35.178,TEN,,BAL,L 26-27,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,256,51.20,0
202,2006,2006-11-19,10,35.185,TEN,@,PHI,W 31-13,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,7,290,41.43,0
203,2006,2006-11-26,11,35.192,TEN,,NYG,W 24-21,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,182,45.50,0
204,2006,2006-12-03,12,35.199,TEN,,IND,W 20-17,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,112,37.33,0
205,2006,2006-12-10,13,35.206,TEN,@,HOU,W 26-20,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,210,42.00,0
206,2006,2006-12-17,14,35.213,TEN,,JAX,W 24-17,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,219,43.80,0
207,2006,2006-12-24,15,35.220,TEN,@,BUF,W 30-29,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,118,29.50,0
208,2006,2006-12-31,16,35.227,TEN,,NWE,L 23-40,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,165,41.25,0
209,2007,2007-09-09,1,36.114,TEN,@,JAX,W 13-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,90,30.00,0
210,2007,2007-09-16,2,36.121,TEN,,IND,L 20-22,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,118,39.33,0
211,2007,2007-10-07,4,36.142,TEN,,ATL,W 20-13,,0,0,,0,0,0,,,,,,1,-8,-8.00,0,,,,,,,0,0,3,132,44.00,0
212,2007,2007-10-14,5,36.149,TEN,@,TAM,L 10-13,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,203,40.60,0
213,2007,2007-10-21,6,36.156,TEN,@,HOU,W 38-36,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,151,37.75,0
214,2007,2007-10-28,7,36.163,TEN,,OAK,W 13-9,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,8,377,47.13,0
215,2007,2007-11-04,8,36.170,TEN,,CAR,W 20-7,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,204,40.80,0
216,2007,2007-11-11,9,36.177,TEN,,JAX,L 13-28,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,220,44.00,0
217,2007,2007-11-19,10,36.185,TEN,@,DEN,L 20-34,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,173,43.25,0
218,2007,2007-11-25,11,36.191,TEN,@,CIN,L 6-35,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,98,32.67,0
219,2007,2007-12-02,12,36.198,TEN,,HOU,W 28-20,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,7,271,38.71,0
220,2007,2007-12-09,13,36.205,TEN,,SDG,L 17-23,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,8,353,44.13,0
221,2007,2007-12-16,14,36.212,TEN,@,KAN,W 26-17,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,180,45.00,0
222,2007,2007-12-23,15,36.219,TEN,,NYJ,W 10-6,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,221,44.20,0
223,2007,2007-12-30,16,36.226,TEN,@,IND,W 16-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,148,49.33,0
224,2008,2008-09-07,1,37.112,TEN,,JAX,W 17-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,7,300,42.86,0
225,2008,2008-09-14,2,37.119,TEN,@,CIN,W 24-7,,0,0,,0,0,0,,,,,,1,0,0.00,0,,,,,,,0,0,6,288,48.00,0
226,2008,2008-09-21,3,37.126,TEN,,HOU,W 31-12,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,268,44.67,0
227,2008,2008-09-28,4,37.133,TEN,,MIN,W 30-17,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,261,43.50,0
228,2008,2008-10-05,5,37.140,TEN,@,BAL,W 13-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,156,39.00,0
229,2008,2008-10-19,6,37.154,TEN,@,KAN,W 34-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,172,43.00,0
230,2008,2008-10-27,7,37.162,TEN,,IND,W 31-21,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,2,108,54.00,0
231,2008,2008-11-02,8,37.168,TEN,,GNB,W 19-16,,0,0,,0,0,0,,,,,,1,-6,-6.00,0,,,,,,,0,0,6,259,43.17,0
232,2008,2008-11-09,9,37.175,TEN,@,CHI,W 21-14,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,8,302,37.75,0
233,2008,2008-11-16,10,37.182,TEN,@,JAX,W 24-14,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,8,344,43.00,0
234,2008,2008-11-23,11,37.189,TEN,,NYJ,L 13-34,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,211,42.20,0
235,2008,2008-11-27,12,37.193,TEN,@,DET,W 47-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,3,143,47.67,0
236,2008,2008-12-07,13,37.203,TEN,,CLE,W 28-9,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,139,34.75,0
237,2008,2008-12-14,14,37.210,TEN,@,HOU,L 12-13,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,210,42.00,0
238,2008,2008-12-21,15,37.217,TEN,,PIT,W 31-14,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,7,278,39.71,0
239,2008,2008-12-28,16,37.224,TEN,@,IND,L 0-23,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,6,286,47.67,0
240,2009,2009-09-10,1,38.115,TEN,@,PIT,L 10-13,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,5,223,44.60,0
241,2009,2009-09-20,2,38.125,TEN,,HOU,L 31-34,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,4,199,49.75,0
