ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
125,2012,2012-12-16,14,30.289,PIT,@,DAL,L 24-27,*,24,40,60.00,339,2,1,93.6,4,20,8.48,8.35,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
126,2012,2012-12-23,15,30.296,PIT,,CIN,L 10-13,*,14,28,50.00,220,1,2,58.6,4,35,7.86,5.36,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
127,2012,2012-12-30,16,30.303,PIT,,CLE,W 24-10,*,15,23,65.22,134,3,0,120.3,2,13,5.83,8.43,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
128,2013,2013-09-08,1,31.190,PIT,,TEN,L 9-16,*,21,33,63.64,191,1,1,76.7,5,28,5.79,5.03,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
129,2013,2013-09-16,2,31.198,PIT,@,CIN,L 10-20,*,20,37,54.05,251,1,1,73.1,2,17,6.78,6.11,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
130,2013,2013-09-22,3,31.204,PIT,,CHI,L 23-40,*,26,41,63.41,406,2,2,92.1,3,27,9.90,8.68,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
131,2013,2013-09-29,4,31.211,PIT,@,MIN,L 27-34,*,36,51,70.59,383,1,1,90.6,5,26,7.51,7.02,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
132,2013,2013-10-13,5,31.225,PIT,@,NYJ,W 19-6,*,23,30,76.67,264,1,0,113.7,3,17,8.80,9.47,2,11,5.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
133,2013,2013-10-20,6,31.232,PIT,,BAL,W 19-16,*,17,23,73.91,160,1,0,107.2,3,15,6.96,7.83,3,25,8.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
134,2013,2013-10-27,7,31.239,PIT,@,OAK,L 18-21,*,29,45,64.44,275,1,2,70.1,5,34,6.11,4.56,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
135,2013,2013-11-03,8,31.246,PIT,@,NWE,L 31-55,*,28,48,58.33,400,4,2,95.8,5,29,8.33,8.13,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
136,2013,2013-11-10,9,31.253,PIT,,BUF,W 23-10,*,18,30,60.00,204,1,1,77.6,4,40,6.80,5.97,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
137,2013,2013-11-17,10,31.260,PIT,,DET,W 37-27,*,29,45,64.44,367,4,0,119.4,1,9,8.16,9.93,6,12,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
138,2013,2013-11-24,11,31.267,PIT,@,CLE,W 27-11,*,22,34,64.71,217,2,0,102.2,0,0,6.38,7.56,2,-3,-1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,1,28,28.00,0
139,2013,2013-11-28,12,31.271,PIT,@,BAL,L 20-22,*,28,44,63.64,257,2,0,94.6,0,0,5.84,6.75,1,11,11.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
140,2013,2013-12-08,13,31.281,PIT,,MIA,L 28-34,*,23,39,58.97,349,3,0,114.2,3,21,8.95,10.49,1,8,8.00,0,0,0,5,,0,0.0%,,0,0,0.0,0,0,0,0,,0
141,2013,2013-12-15,14,31.288,PIT,,CIN,W 30-20,*,20,25,80.00,191,1,1,95.2,1,7,7.64,6.64,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
142,2013,2013-12-22,15,31.295,PIT,@,GNB,W 38-31,*,16,28,57.14,167,2,1,83.5,1,5,5.96,5.79,1,13,13.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,,0
143,2013,2013-12-29,16,31.302,PIT,,CLE,W 20-7,*,19,31,61.29,179,1,2,61.1,1,7,5.77,3.52,4,9,2.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
144,2014,2014-09-07,1,32.189,PIT,,CLE,W 30-27,*,23,34,67.65,365,1,1,100.7,3,14,10.74,10.00,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
145,2014,2014-09-11,2,32.193,PIT,@,BAL,L 6-26,*,22,37,59.46,217,0,1,64.8,2,15,5.86,4.65,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
146,2014,2014-09-21,3,32.203,PIT,@,CAR,W 37-19,*,22,30,73.33,196,2,0,112.6,1,6,6.53,7.87,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
147,2014,2014-09-28,4,32.210,PIT,,TAM,L 24-27,*,29,40,72.50,314,3,0,120.2,5,26,7.85,9.35,2,4,2.00,0,0,0,-6,,0,0.0%,,0,0,0.0,0,0,0,0,,0
148,2014,2014-10-05,5,32.217,PIT,@,JAX,W 17-9,*,26,36,72.22,273,1,0,103.1,4,12,7.58,8.14,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
149,2014,2014-10-12,6,32.224,PIT,@,CLE,L 10-31,*,21,42,50.00,228,1,1,64.4,2,7,5.43,4.83,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
150,2014,2014-10-20,7,32.232,PIT,,HOU,W 30-23,*,23,33,69.70,265,2,0,113.8,3,16,8.03,9.24,4,3,0.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
151,2014,2014-10-26,8,32.238,PIT,,IND,W 51-34,*,40,49,81.63,522,6,0,150.6,0,0,10.65,13.10,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,1
152,2014,2014-11-02,9,32.245,PIT,,BAL,W 43-23,*,25,37,67.57,340,6,0,136.3,3,19,9.19,12.43,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
153,2014,2014-11-09,10,32.252,PIT,@,NYJ,L 13-20,*,30,43,69.77,343,1,2,81.8,2,17,7.98,6.35,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
154,2014,2014-11-17,11,32.260,PIT,@,TEN,W 27-24,*,21,32,65.63,207,1,1,81.1,5,27,6.47,5.69,3,2,0.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
155,2014,2014-11-30,12,32.273,PIT,,NOR,L 32-35,*,32,58,55.17,435,2,2,76.4,1,0,7.50,6.64,1,8,8.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
156,2014,2014-12-07,13,32.280,PIT,@,CIN,W 42-21,*,25,39,64.10,350,3,0,118.5,0,0,8.97,10.51,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
157,2014,2014-12-14,14,32.287,PIT,@,ATL,W 27-20,*,27,35,77.14,360,0,0,109.2,1,7,10.29,10.29,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
158,2014,2014-12-21,15,32.294,PIT,,KAN,W 20-12,*,18,25,72.00,220,1,0,112.1,1,6,8.80,9.60,4,-4,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
159,2014,2014-12-28,16,32.301,PIT,,CIN,W 27-17,*,24,38,63.16,317,2,1,96.1,0,0,8.34,8.21,4,3,0.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
160,2015,2015-09-10,1,33.192,PIT,@,NWE,L 21-28,*,26,38,68.42,351,1,1,95.4,2,13,9.24,8.58,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
161,2015,2015-09-20,2,33.202,PIT,,SFO,W 43-18,*,21,27,77.78,369,3,0,155.8,0,0,13.67,15.89,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
162,2015,2015-09-27,3,33.209,PIT,@,STL,W 12-6,*,20,24,83.33,192,0,1,82.6,3,22,8.00,6.13,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
163,2015,2015-11-01,8,33.244,PIT,,CIN,L 10-16,*,28,45,62.22,262,1,3,57.8,3,22,5.82,3.27,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
164,2015,2015-11-08,9,33.251,PIT,,OAK,W 38-35,*,24,44,54.55,334,2,1,84.8,1,11,7.59,7.48,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
165,2015,2015-11-15,10,33.258,PIT,,CLE,W 30-9,,22,33,66.67,379,3,1,123.2,1,3,11.48,11.94,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
166,2015,2015-11-29,11,33.272,PIT,@,SEA,L 30-39,*,36,55,65.45,456,1,2,82.1,2,10,8.29,7.02,5,18,3.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
167,2015,2015-12-06,12,33.279,PIT,,IND,W 45-10,*,24,39,61.54,364,4,0,126.4,0,0,9.33,11.38,1,13,13.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
168,2015,2015-12-13,13,33.286,PIT,@,CIN,W 33-20,*,30,39,76.92,282,0,1,85.6,2,12,7.23,6.08,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
169,2015,2015-12-20,14,33.293,PIT,,DEN,W 34-27,*,40,55,72.73,380,3,2,94.5,3,26,6.91,6.36,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
170,2015,2015-12-27,15,33.300,PIT,@,BAL,L 17-20,*,24,34,70.59,220,0,2,63.4,3,22,6.47,3.82,0,0,,0,0,0,-3,,0,0.0%,,0,0,0.0,0,0,0,0,,0
171,2015,2016-01-03,16,33.307,PIT,@,CLE,W 28-12,*,24,36,66.67,349,3,2,102.7,0,0,9.69,8.86,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
172,2016,2016-09-12,1,34.194,PIT,@,WAS,W 38-16,*,27,37,72.97,300,3,1,112.4,1,10,8.11,8.51,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
173,2016,2016-09-18,2,34.200,PIT,,CIN,W 24-16,*,19,37,51.35,259,3,2,78.5,1,9,7.00,6.19,1,14,14.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
174,2016,2016-09-25,3,34.207,PIT,@,PHI,L 3-34,*,24,44,54.55,257,0,1,62.4,4,35,5.84,4.82,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
175,2016,2016-10-02,4,34.214,PIT,,KAN,W 43-14,*,22,27,81.48,300,5,0,152.5,2,13,11.11,14.81,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
176,2016,2016-10-09,5,34.221,PIT,,NYJ,W 31-13,*,34,47,72.34,380,4,0,124.4,1,5,8.09,9.79,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
177,2016,2016-10-16,6,34.228,PIT,@,MIA,L 15-30,*,19,34,55.88,189,1,2,57.1,2,20,5.56,3.50,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
178,2016,2016-11-06,8,34.249,PIT,@,BAL,L 14-21,*,23,45,51.11,264,1,1,67.3,2,23,5.87,5.31,3,3,1.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,,0
179,2016,2016-11-13,9,34.256,PIT,,DAL,L 30-35,*,37,46,80.43,408,3,0,125.4,1,8,8.87,10.17,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
180,2016,2016-11-20,10,34.263,PIT,@,CLE,W 24-9,*,23,36,63.89,167,0,0,74.7,0,0,4.64,4.64,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
181,2016,2016-11-24,11,34.267,PIT,@,IND,W 28-7,*,14,20,70.00,221,3,0,146.0,0,0,11.05,14.05,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
182,2016,2016-12-04,12,34.277,PIT,,NYG,W 24-14,*,24,36,66.67,289,2,1,98.0,2,17,8.03,7.89,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
183,2016,2016-12-11,13,34.284,PIT,@,BUF,W 27-20,*,17,31,54.84,220,0,3,37.8,0,0,7.10,2.74,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
184,2016,2016-12-18,14,34.291,PIT,@,CIN,W 24-20,*,21,36,58.33,286,1,0,93.1,1,1,7.94,8.50,4,-5,-1.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
185,2016,2016-12-25,15,34.298,PIT,,BAL,W 31-27,*,24,33,72.73,279,3,2,103.0,0,0,8.45,7.55,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
186,2017,2017-09-10,1,35.192,PIT,@,CLE,W 21-18,*,24,36,66.67,263,2,1,95.0,1,8,7.31,7.17,3,-8,-2.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
187,2017,2017-09-17,2,35.199,PIT,,MIN,W 26-9,*,23,35,65.71,243,2,0,104.8,2,10,6.94,8.09,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
188,2017,2017-09-24,3,35.206,PIT,@,CHI,L 17-23,*,22,39,56.41,235,1,0,82.7,3,23,6.03,6.54,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
189,2017,2017-10-01,4,35.213,PIT,@,BAL,W 26-9,*,18,30,60.00,216,1,1,79.3,1,8,7.20,6.37,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
190,2017,2017-10-08,5,35.220,PIT,,JAX,L 9-30,*,33,55,60.00,312,0,5,37.8,2,11,5.67,1.58,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
191,2017,2017-10-15,6,35.227,PIT,@,KAN,W 19-13,*,17,25,68.00,252,1,1,97.4,1,7,10.08,9.08,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
192,2017,2017-10-22,7,35.234,PIT,,CIN,W 29-14,*,14,24,58.33,224,2,0,117.4,0,0,9.33,11.00,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
193,2017,2017-10-29,8,35.241,PIT,@,DET,W 20-15,*,17,31,54.84,317,1,1,87.7,0,0,10.23,9.42,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
194,2017,2017-11-12,9,35.255,PIT,@,IND,W 20-17,*,19,31,61.29,236,2,1,92.9,1,8,7.61,7.45,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
195,2017,2017-11-16,10,35.259,PIT,,TEN,W 40-17,*,30,45,66.67,299,4,0,115.0,3,15,6.64,8.42,1,10,10.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
196,2017,2017-11-26,11,35.269,PIT,,GNB,W 31-28,*,33,45,73.33,351,4,2,106.8,1,10,7.80,7.58,3,25,8.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
197,2017,2017-12-04,12,35.277,PIT,@,CIN,W 23-20,*,24,40,60.00,290,2,1,88.5,1,8,7.25,7.13,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
198,2017,2017-12-10,13,35.283,PIT,,BAL,W 39-38,*,44,66,66.67,506,2,0,99.7,3,20,7.67,8.27,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
199,2017,2017-12-17,14,35.290,PIT,,NWE,L 24-27,*,22,30,73.33,281,2,1,110.6,2,11,9.37,9.20,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
200,2017,2017-12-25,15,35.298,PIT,@,HOU,W 34-6,*,20,29,68.97,226,2,0,115.0,0,0,7.79,9.17,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
201,2018,2018-09-09,1,36.191,PIT,@,CLE,T 21-21,*,23,41,56.10,335,1,3,60.5,4,22,8.17,5.37,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
202,2018,2018-09-16,2,36.198,PIT,,KAN,L 37-42,*,39,60,65.00,452,3,0,104.3,1,10,7.53,8.53,2,9,4.50,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,,0
203,2018,2018-09-24,3,36.206,PIT,@,TAM,W 30-27,*,30,38,78.95,353,3,1,120.7,3,18,9.29,9.68,4,-1,-0.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,,0
