ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
121,2015,2015-11-01,8,30.244,SFO,@,STL,L 6-27,*,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0
122,2016,2016-09-11,1,31.193,BUF,@,BAL,L 7-13,,3,-4,-1.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
123,2016,2016-09-15,2,31.197,BUF,,NYJ,L 31-37,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
124,2016,2016-10-09,5,31.221,BUF,@,LAR,W 30-19,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
125,2016,2016-10-16,6,31.228,BUF,,SFO,W 45-16,,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
126,2016,2016-10-23,7,31.235,BUF,@,MIA,L 25-28,,1,1,1.00,1,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,,0,1,1,8,0.0,0,0
127,2016,2016-10-30,8,31.242,BUF,,NWE,L 25-41,,2,-8,-4.00,0,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,0,,,3,68,22.67,0,0,0,,0,,0,0,0.0,0,0
128,2016,2016-11-07,9,31.250,BUF,@,SEA,L 25-31,,0,0,,0,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,,,1,13,13.00,0,2,13,6.50,0,,0,0,0.0,0,0
129,2016,2016-11-20,10,31.263,BUF,@,CIN,W 16-12,,0,0,,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
130,2016,2016-11-27,11,31.270,BUF,,JAX,W 28-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
131,2016,2016-12-04,12,31.277,BUF,@,OAK,L 24-38,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
132,2016,2016-12-11,13,31.284,BUF,,PIT,L 20-27,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
133,2016,2016-12-24,15,31.297,BUF,,MIA,L 31-34,,1,-8,-8.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
134,2016,2017-01-01,16,31.305,BUF,@,NYJ,L 10-30,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
