ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
232,1997,1997-09-14,3,38.060,SFO,,NOR,W 33-7,,0,0,,0,3,3,100.0,4,4,100.0,0,15
233,1997,1997-09-21,4,38.067,SFO,,ATL,W 34-7,,0,0,,0,4,4,100.0,2,2,100.0,0,10
234,1997,1997-09-29,5,38.075,SFO,@,CAR,W 34-21,,0,0,,0,4,4,100.0,2,2,100.0,0,10
235,1997,1997-10-12,6,38.088,SFO,,STL,W 30-10,,0,0,,0,3,3,100.0,3,3,100.0,0,12
236,1997,1997-10-19,7,38.095,SFO,@,ATL,W 35-28,,0,0,,0,3,3,100.0,,,,0,3
237,1997,1997-10-26,8,38.102,SFO,@,NOR,W 23-0,,0,0,,0,2,2,100.0,3,3,100.0,0,11
238,1997,1997-11-02,9,38.109,SFO,,DAL,W 17-10,,0,0,,0,2,2,100.0,1,1,100.0,0,5
239,1997,1997-11-10,10,38.117,SFO,@,PHI,W 24-12,,0,0,,0,3,3,100.0,1,2,50.0,0,6
240,1997,1997-11-16,11,38.123,SFO,,CAR,W 27-19,,0,0,,0,3,3,100.0,2,3,66.7,0,9
241,1997,1997-11-23,12,38.130,SFO,,SDG,W 17-10,,0,0,,0,2,2,100.0,1,1,100.0,0,5
242,1997,1997-11-30,13,38.137,SFO,@,KAN,L 9-44,,0,0,,0,,,,3,3,100.0,0,9
243,1997,1997-12-07,14,38.144,SFO,,MIN,W 28-17,,0,0,,0,4,4,100.0,,2,0.0,0,4
244,1997,1997-12-15,15,38.152,SFO,,DEN,W 34-17,,0,0,,0,4,4,100.0,2,3,66.7,0,10
245,1997,1997-12-21,16,38.158,SFO,@,SEA,L 9-38,,0,0,,0,,,,3,3,100.0,0,9
246,1998,1998-09-06,1,39.052,MIN,,TAM,W 31-7,,0,0,,0,4,4,100.0,1,1,100.0,0,7
247,1998,1998-09-13,2,39.059,MIN,@,STL,W 38-31,,0,0,,0,5,5,100.0,1,1,100.0,0,8
248,1998,1998-09-20,3,39.066,MIN,,DET,W 29-6,,0,0,,0,2,2,100.0,5,5,100.0,0,17
249,1998,1998-09-27,4,39.073,MIN,@,CHI,W 31-28,,0,0,,0,4,4,100.0,1,1,100.0,0,7
250,1998,1998-10-05,5,39.081,MIN,@,GNB,W 37-24,,0,0,,0,4,4,100.0,3,3,100.0,0,13
251,1998,1998-10-18,6,39.094,MIN,,WAS,W 41-7,,0,0,,0,5,5,100.0,2,2,100.0,0,11
252,1998,1998-10-25,7,39.101,MIN,@,DET,W 34-13,,0,0,,0,4,4,100.0,2,2,100.0,0,10
253,1998,1998-11-01,8,39.108,MIN,@,TAM,L 24-27,,0,0,,0,3,3,100.0,1,1,100.0,0,6
254,1998,1998-11-08,9,39.115,MIN,,NOR,W 31-24,,0,0,,0,4,4,100.0,1,1,100.0,0,7
255,1998,1998-11-15,10,39.122,MIN,,CIN,W 24-3,,0,0,,0,3,3,100.0,1,1,100.0,0,6
256,1998,1998-11-22,11,39.129,MIN,,GNB,W 28-14,,0,0,,0,2,2,100.0,2,2,100.0,0,8
257,1998,1998-11-26,12,39.133,MIN,@,DAL,W 46-36,,0,0,,0,5,5,100.0,1,1,100.0,0,8
258,1998,1998-12-06,13,39.143,MIN,,CHI,W 48-22,,0,0,,0,6,6,100.0,2,2,100.0,0,12
259,1998,1998-12-13,14,39.150,MIN,@,BAL,W 38-28,,0,0,,0,2,2,100.0,6,6,100.0,0,20
260,1998,1998-12-20,15,39.157,MIN,,JAX,W 50-10,,0,0,,0,5,5,100.0,3,3,100.0,0,14
261,1998,1998-12-26,16,39.163,MIN,@,TEN,W 26-16,,0,0,,0,1,1,100.0,3,3,100.0,0,10
262,1999,1999-09-12,1,40.058,MIN,@,ATL,W 17-14,,0,0,,0,2,2,100.0,1,3,33.3,0,5
263,1999,1999-09-19,2,40.065,MIN,,OAK,L 17-22,,0,0,,0,2,2,100.0,1,3,33.3,0,5
264,1999,1999-09-26,3,40.072,MIN,@,GNB,L 20-23,,0,0,,0,2,2,100.0,2,2,100.0,0,8
265,1999,1999-10-03,4,40.079,MIN,,TAM,W 21-14,,0,0,,0,3,3,100.0,,1,0.0,0,3
266,1999,1999-10-10,5,40.086,MIN,,CHI,L 22-24,,0,0,,0,1,1,100.0,5,5,100.0,0,16
267,1999,1999-10-17,6,40.093,MIN,@,DET,L 23-25,,0,0,,0,2,2,100.0,1,1,100.0,0,5
268,1999,1999-10-24,7,40.100,MIN,,SFO,W 40-16,,0,0,,0,5,5,100.0,1,2,50.0,0,8
269,1999,1999-10-31,8,40.107,MIN,@,DEN,W 23-20,,0,0,,0,2,2,100.0,1,1,100.0,0,5
270,1999,1999-11-08,9,40.115,MIN,,DAL,W 27-17,,0,0,,0,3,3,100.0,2,3,66.7,0,9
271,1999,1999-11-14,10,40.121,MIN,@,CHI,W 27-24,,0,0,,0,3,3,100.0,2,3,66.7,0,9
272,1999,1999-11-28,11,40.135,MIN,,SDG,W 35-27,,0,0,,0,5,5,100.0,,,,0,5
273,1999,1999-12-06,12,40.143,MIN,@,TAM,L 17-24,,0,0,,0,2,2,100.0,1,2,50.0,0,5
274,1999,1999-12-12,13,40.149,MIN,@,KAN,L 28-31,,0,0,,0,4,4,100.0,,1,0.0,0,4
275,1999,1999-12-20,14,40.157,MIN,,GNB,W 24-20,,0,0,,0,3,3,100.0,1,1,100.0,0,6
276,1999,1999-12-26,15,40.163,MIN,@,NYG,W 34-17,,0,0,,0,4,4,100.0,,,,0,4
277,1999,2000-01-02,16,40.170,MIN,,DET,W 24-17,,0,0,,0,3,3,100.0,1,2,50.0,0,6
278,2000,2000-09-03,1,41.049,MIN,,CHI,W 30-27,,0,0,,0,3,3,100.0,3,3,100.0,0,12
279,2000,2000-09-10,2,41.056,MIN,,MIA,W 13-7,,0,0,,0,1,1,100.0,2,2,100.0,0,7
280,2000,2000-09-17,3,41.063,MIN,@,NWE,W 21-13,,0,0,,0,3,3,100.0,,,,0,3
281,2000,2000-10-01,4,41.077,MIN,@,DET,W 31-24,,0,0,,0,4,4,100.0,1,1,100.0,0,7
282,2000,2000-10-09,5,41.085,MIN,,TAM,W 30-23,,0,0,,0,3,3,100.0,3,4,75.0,0,12
283,2000,2000-10-15,6,41.091,MIN,@,CHI,W 28-16,,0,0,,0,4,4,100.0,,,,0,4
284,2000,2000-10-22,7,41.098,MIN,,BUF,W 31-27,,0,0,,0,2,2,100.0,3,3,100.0,0,11
285,2000,2000-10-29,8,41.105,MIN,@,TAM,L 13-41,,0,0,,0,1,1,100.0,2,2,100.0,0,7
286,2000,2000-11-06,9,41.113,MIN,@,GNB,L 20-26,,0,0,,0,2,2,100.0,2,2,100.0,0,8
287,2000,2000-11-12,10,41.119,MIN,,ARI,W 31-14,,0,0,,0,4,4,100.0,1,1,100.0,0,7
288,2000,2000-11-19,11,41.126,MIN,,CAR,W 31-17,,0,0,,0,4,4,100.0,1,1,100.0,0,7
289,2000,2000-11-23,12,41.130,MIN,@,DAL,W 27-15,,0,0,,0,3,3,100.0,2,2,100.0,0,9
290,2000,2000-11-30,13,41.137,MIN,,DET,W 24-17,,0,0,,0,3,3,100.0,1,1,100.0,0,6
291,2000,2000-12-10,14,41.147,MIN,@,STL,L 29-40,,0,0,,0,3,3,100.0,,,,0,3
292,2000,2000-12-17,15,41.154,MIN,,GNB,L 28-33,,0,0,,0,4,4,100.0,,,,0,4
293,2000,2000-12-24,16,41.161,MIN,@,IND,L 10-31,,0,0,,0,1,1,100.0,1,1,100.0,0,4
294,2001,2001-09-09,1,42.055,MIN,,CAR,L 13-24,,0,0,,0,1,2,50.0,,1,0.0,0,1
295,2001,2001-09-23,2,42.069,MIN,@,CHI,L 10-17,,0,0,,0,1,1,100.0,1,1,100.0,0,4
296,2001,2001-09-30,3,42.076,MIN,,TAM,W 20-16,,0,0,,0,2,2,100.0,2,2,100.0,0,8
297,2001,2001-10-07,4,42.083,MIN,@,NOR,L 15-28,,0,0,,0,1,1,100.0,,,,0,1
298,2001,2001-10-14,5,42.090,MIN,,DET,W 31-26,,0,0,,0,4,4,100.0,1,1,100.0,0,7
299,2001,2001-10-21,6,42.097,MIN,,GNB,W 35-13,,0,0,,0,3,3,100.0,2,2,100.0,0,9
300,2001,2001-10-28,7,42.104,MIN,@,TAM,L 14-41,,,,,,,,,,,,,
301,2001,2001-11-11,8,42.118,MIN,@,PHI,L 17-48,,0,0,,0,2,2,100.0,1,1,100.0,0,5
302,2001,2001-11-19,9,42.126,MIN,,NYG,W 28-16,,0,0,,0,4,4,100.0,,,,0,4
303,2001,2001-11-25,10,42.132,MIN,,CHI,L 6-13,,0,0,,0,,,,2,2,100.0,0,6
304,2001,2001-12-02,11,42.139,MIN,@,PIT,L 16-21,,0,0,,0,1,1,100.0,1,2,50.0,0,4
305,2001,2001-12-09,12,42.146,MIN,,TEN,W 42-24,,0,0,,0,6,6,100.0,,,,0,6
306,2001,2001-12-16,13,42.153,MIN,@,DET,L 24-27,,0,0,,0,3,3,100.0,1,1,100.0,0,6
307,2001,2001-12-23,14,42.160,MIN,,JAX,L 3-33,,0,0,,0,,,,1,1,100.0,0,3
308,2001,2001-12-30,15,42.167,MIN,@,GNB,L 13-24,,0,0,,0,1,1,100.0,2,3,66.7,0,7
309,2001,2002-01-07,16,42.175,MIN,@,BAL,L 3-19,,0,0,,0,,,,1,1,100.0,0,3
310,2002,2002-09-22,3,43.068,MIN,,CAR,L 14-21,,0,0,,0,2,2,100.0,,,,0,2
311,2002,2002-09-29,4,43.075,MIN,@,SEA,L 23-48,,0,0,,0,2,2,100.0,1,2,50.0,0,5
312,2002,2002-10-13,5,43.089,MIN,,DET,W 31-24,,0,0,,0,4,4,100.0,1,1,100.0,0,7
313,2002,2002-10-20,6,43.096,MIN,@,NYJ,L 7-20,,0,0,,0,1,1,100.0,,,,0,1
314,2002,2002-10-27,7,43.103,MIN,,CHI,W 25-7,,0,0,,0,2,2,100.0,3,3,100.0,0,11
315,2002,2002-11-03,8,43.110,MIN,@,TAM,L 24-38,,0,0,,0,3,3,100.0,1,1,100.0,0,6
316,2002,2002-11-10,9,43.117,MIN,,NYG,L 20-27,,0,0,,0,2,2,100.0,2,2,100.0,0,8
317,2002,2002-11-17,10,43.124,MIN,,GNB,W 31-21,,0,0,,0,4,4,100.0,1,1,100.0,0,7
318,2002,2002-11-24,11,43.131,MIN,@,NWE,L 17-24,,0,0,,0,2,2,100.0,1,3,33.3,0,5
319,2002,2002-12-01,12,43.138,MIN,,ATL,L 24-30,,0,0,,0,3,3,100.0,1,2,50.0,0,6
320,2002,2002-12-08,13,43.145,MIN,@,GNB,L 22-26,,0,0,,0,1,2,50.0,3,3,100.0,0,10
321,2002,2002-12-15,14,43.152,MIN,@,NOR,W 32-31,,0,0,,0,3,3,100.0,1,1,100.0,0,6
322,2002,2002-12-21,15,43.158,MIN,,MIA,W 20-17,,0,0,,0,2,2,100.0,2,2,100.0,0,8
323,2002,2002-12-29,16,43.166,MIN,@,DET,W 38-36,,0,0,,0,5,5,100.0,1,2,50.0,0,8
324,2003,2003-09-14,2,44.060,TEN,@,IND,L 7-33,,0,0,,0,1,1,100.0,,,,0,1
325,2003,2003-09-21,3,44.067,TEN,,NOR,W 27-12,,0,0,,0,3,3,100.0,2,2,100.0,0,9
326,2003,2003-09-28,4,44.074,TEN,@,PIT,W 30-13,,0,0,,0,4,4,100.0,,,,0,4
327,2003,2003-10-05,5,44.081,TEN,@,NWE,L 30-38,,0,0,,0,1,1,100.0,4,5,80.0,0,13
328,2003,2003-10-12,6,44.088,TEN,,HOU,W 38-17,,0,0,,0,5,5,100.0,1,1,100.0,0,8
329,2003,2003-10-19,7,44.095,TEN,@,CAR,W 37-17,,0,0,,0,4,4,100.0,3,3,100.0,0,13
330,2003,2003-10-26,8,44.102,TEN,@,JAX,W 30-17,,0,0,,0,3,3,100.0,3,3,100.0,0,12
331,2003,2003-11-09,9,44.116,TEN,,MIA,W 31-7,,0,0,,0,4,4,100.0,1,1,100.0,0,7
332,2003,2003-11-16,10,44.123,TEN,,JAX,W 10-3,,0,0,,0,1,1,100.0,1,2,50.0,0,4
333,2003,2003-11-23,11,44.130,TEN,@,ATL,W 38-31,,0,0,,0,5,5,100.0,1,2,50.0,0,8
334,2003,2003-12-01,12,44.138,TEN,@,NYJ,L 17-24,,0,0,,0,2,2,100.0,1,1,100.0,0,5
335,2003,2003-12-07,13,44.144,TEN,,IND,L 27-29,,0,0,,0,1,1,100.0,2,2,100.0,0,7
336,2003,2003-12-14,14,44.151,TEN,,BUF,W 28-26,,0,0,,0,2,2,100.0,2,3,66.7,0,8
337,2003,2003-12-21,15,44.158,TEN,@,HOU,W 27-24,,0,0,,0,3,3,100.0,2,2,100.0,0,9
338,2003,2003-12-28,16,44.165,TEN,,TAM,W 33-13,,0,0,,0,3,3,100.0,4,4,100.0,0,15
339,2004,2004-09-19,2,45.065,TEN,,IND,L 17-31,,0,0,,0,2,2,100.0,1,1,100.0,0,5
340,2004,2004-09-26,3,45.072,TEN,,JAX,L 12-15,,0,0,,0,,,,2,2,100.0,0,6
341,2004,2004-10-03,4,45.079,TEN,@,SDG,L 17-38,,0,0,,0,2,2,100.0,1,1,100.0,0,5
342,2004,2004-10-11,5,45.087,TEN,@,GNB,W 48-27,,0,0,,0,6,6,100.0,2,3,66.7,0,12
343,2004,2004-10-17,6,45.093,TEN,,HOU,L 10-20,,0,0,,0,1,1,100.0,1,1,100.0,0,4
344,2004,2004-10-24,7,45.100,TEN,@,MIN,L 3-20,,0,0,,0,,,,1,1,100.0,0,3
345,2004,2004-10-31,8,45.107,TEN,,CIN,W 27-20,,0,0,,0,3,3,100.0,2,2,100.0,0,9
346,2004,2004-11-14,9,45.121,TEN,,CHI,L 17-19,,0,0,,0,2,2,100.0,1,1,100.0,0,5
347,2004,2004-11-21,10,45.128,TEN,@,JAX,W 18-15,,0,0,,0,1,1,100.0,1,1,100.0,0,4
348,2004,2004-11-28,11,45.135,TEN,@,HOU,L 21-31,,0,0,,0,3,3,100.0,,,,0,3
349,2004,2004-12-05,12,45.142,TEN,@,IND,L 24-51,,0,0,,0,3,3,100.0,1,2,50.0,0,6
350,2004,2004-12-13,13,45.150,TEN,,KAN,L 38-49,,0,0,,0,5,5,100.0,1,2,50.0,0,8
351,2004,2004-12-19,14,45.156,TEN,@,OAK,L 35-40,,0,0,,0,5,5,100.0,,1,0.0,0,5
352,2004,2004-12-25,15,45.162,TEN,,DEN,L 16-37,,0,0,,0,1,1,100.0,2,2,100.0,0,7
353,2004,2005-01-02,16,45.170,TEN,,DET,W 24-19,,0,0,,0,3,3,100.0,1,2,50.0,0,6
