ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
161,1983,1983-10-02,5,33.095,CHI,,DEN,W 31-14,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,3,101,33.67,0
162,1983,1983-10-09,6,33.102,CHI,,MIN,L 14-23,0,0,,0,1,27,27.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,4,126,31.50,0
163,1983,1983-10-16,7,33.109,CHI,@,DET,L 17-31,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,7,251,35.86,0
164,1983,1983-10-23,8,33.116,CHI,@,PHI,W 7-6,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,6,234,39.00,0
165,1983,1983-10-30,9,33.123,CHI,,DET,L 17-38,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,2,88,44.00,0
166,1983,1983-11-06,10,33.130,CHI,@,RAM,L 14-21,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,5,175,35.00,0
167,1983,1983-11-13,11,33.137,CHI,,PHI,W 17-14,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,5,146,29.20,0
168,1983,1983-11-20,12,33.144,CHI,@,TAM,W 27-0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,6,225,37.50,0
169,1983,1983-11-27,13,33.151,CHI,,SFO,W 13-3,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,5,175,35.00,0
170,1983,1983-12-04,14,33.158,CHI,@,GNB,L 28-31,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,10,369,36.90,0
