ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
151,2006,2006-11-05,8,30.251,KAN,@,STL,W 31-17,*,5,5,63,12.60,2,100.0%,12.60,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
152,2006,2006-11-12,9,30.258,KAN,@,MIA,L 10-13,*,13,6,84,14.00,0,46.2%,6.46,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
153,2006,2006-11-23,11,30.269,KAN,,DEN,W 19-10,*,4,4,35,8.75,0,100.0%,8.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
154,2006,2006-12-03,12,30.279,KAN,@,CLE,L 28-31,*,11,9,105,11.67,2,81.8%,9.55,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
155,2006,2006-12-10,13,30.286,KAN,,BAL,L 10-20,*,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
156,2006,2006-12-17,14,30.293,KAN,@,SDG,L 9-20,*,11,6,53,8.83,0,54.5%,4.82,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
157,2006,2006-12-23,15,30.299,KAN,@,OAK,W 20-9,*,6,5,67,13.40,0,83.3%,11.17,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
158,2006,2006-12-31,16,30.307,KAN,,JAX,W 35-30,*,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
159,2007,2007-09-09,1,31.194,KAN,@,HOU,L 3-20,*,7,5,28,5.60,0,71.4%,4.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
160,2007,2007-09-16,2,31.201,KAN,@,CHI,L 10-20,*,5,4,43,10.75,0,80.0%,8.60,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
161,2007,2007-09-23,3,31.208,KAN,,MIN,W 13-10,*,8,7,96,13.71,0,87.5%,12.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
162,2007,2007-09-30,4,31.215,KAN,@,SDG,W 30-16,*,7,5,71,14.20,1,71.4%,10.14,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
163,2007,2007-10-07,5,31.222,KAN,,JAX,L 7-17,*,14,8,100,12.50,0,57.1%,7.14,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
164,2007,2007-10-14,6,31.229,KAN,,CIN,W 27-20,*,10,9,102,11.33,2,90.0%,10.20,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
165,2007,2007-10-21,7,31.236,KAN,@,OAK,W 12-10,*,10,4,66,16.50,0,40.0%,6.60,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
166,2007,2007-11-04,8,31.250,KAN,,GNB,L 22-33,*,13,10,109,10.90,1,76.9%,8.38,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
167,2007,2007-11-11,9,31.257,KAN,,DEN,L 11-27,*,9,3,29,9.67,0,33.3%,3.22,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
168,2007,2007-11-18,10,31.264,KAN,@,IND,L 10-13,*,5,4,46,11.50,0,80.0%,9.20,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
169,2007,2007-11-25,11,31.271,KAN,,OAK,L 17-20,*,4,3,48,16.00,0,75.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
170,2007,2007-12-02,12,31.278,KAN,,SDG,L 10-24,*,13,10,140,14.00,0,76.9%,10.77,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
171,2007,2007-12-09,13,31.285,KAN,@,DEN,L 7-41,*,10,7,76,10.86,1,70.0%,7.60,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
172,2007,2007-12-16,14,31.292,KAN,,TEN,L 17-26,*,8,3,17,5.67,0,37.5%,2.13,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
173,2007,2007-12-23,15,31.299,KAN,@,DET,L 20-25,*,15,10,137,13.70,0,66.7%,9.13,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
174,2007,2007-12-30,16,31.306,KAN,@,NYJ,L 10-13,*,15,7,64,9.14,0,46.7%,4.27,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
175,2008,2008-09-07,1,32.193,KAN,@,NWE,L 10-17,*,7,6,55,9.17,0,85.7%,7.86,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
176,2008,2008-09-14,2,32.200,KAN,,OAK,L 8-23,*,13,5,39,7.80,1,38.5%,3.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,1,0
177,2008,2008-09-21,3,32.207,KAN,@,ATL,L 14-38,*,10,4,35,8.75,0,40.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
178,2008,2008-09-28,4,32.214,KAN,,DEN,W 33-19,*,4,3,47,15.67,1,75.0%,11.75,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
179,2008,2008-10-05,5,32.221,KAN,@,CAR,L 0-34,*,7,3,17,5.67,0,42.9%,2.43,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
180,2008,2008-10-19,6,32.235,KAN,,TEN,L 10-34,*,8,6,97,16.17,0,75.0%,12.13,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
181,2008,2008-10-26,7,32.242,KAN,@,NYJ,L 24-28,*,6,6,79,13.17,1,100.0%,13.17,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
182,2008,2008-11-02,8,32.249,KAN,,TAM,L 27-30,*,10,7,62,8.86,0,70.0%,6.20,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
183,2008,2008-11-09,9,32.256,KAN,@,SDG,L 19-20,*,14,10,113,11.30,2,71.4%,8.07,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,0,0
184,2008,2008-11-16,10,32.263,KAN,,NOR,L 20-30,*,9,5,39,7.80,0,55.6%,4.33,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
185,2008,2008-11-23,11,32.270,KAN,,BUF,L 31-54,*,13,10,113,11.30,1,76.9%,8.69,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
186,2008,2008-11-30,12,32.277,KAN,@,OAK,W 20-13,*,11,8,110,13.75,0,72.7%,10.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
187,2008,2008-12-07,13,32.284,KAN,@,DEN,L 17-24,*,11,5,73,14.60,1,45.5%,6.64,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
188,2008,2008-12-14,14,32.291,KAN,,SDG,L 21-22,*,10,6,62,10.33,1,60.0%,6.20,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
189,2008,2008-12-21,15,32.298,KAN,,MIA,L 31-38,*,12,7,64,9.14,1,58.3%,5.33,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
190,2008,2008-12-28,16,32.305,KAN,@,CIN,L 6-16,*,10,5,53,10.60,1,50.0%,5.30,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
191,2009,2009-09-13,1,33.198,ATL,,MIA,W 19-7,*,9,5,73,14.60,1,55.6%,8.11,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
192,2009,2009-09-20,2,33.205,ATL,,CAR,W 28-20,*,7,7,71,10.14,1,100.0%,10.14,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
193,2009,2009-09-27,3,33.212,ATL,@,NWE,L 10-26,*,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
194,2009,2009-10-11,4,33.226,ATL,@,SFO,W 45-10,*,10,6,55,9.17,0,60.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
195,2009,2009-10-18,5,33.233,ATL,,CHI,W 21-14,*,9,4,52,13.00,1,44.4%,5.78,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
196,2009,2009-10-25,6,33.240,ATL,@,DAL,L 21-37,*,7,4,37,9.25,0,57.1%,5.29,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
197,2009,2009-11-02,7,33.248,ATL,@,NOR,L 27-35,*,9,6,89,14.83,0,66.7%,9.89,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
198,2009,2009-11-08,8,33.254,ATL,,WAS,W 31-17,*,6,5,41,8.20,1,83.3%,6.83,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
199,2009,2009-11-15,9,33.261,ATL,@,CAR,L 19-28,*,10,6,67,11.17,0,60.0%,6.70,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0
200,2009,2009-11-22,10,33.268,ATL,@,NYG,L 31-34,*,14,8,82,10.25,1,57.1%,5.86,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
201,2009,2009-11-29,11,33.275,ATL,,TAM,W 20-17,*,12,9,83,9.22,0,75.0%,6.92,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
202,2009,2009-12-06,12,33.282,ATL,,PHI,L 7-34,*,13,8,72,9.00,0,61.5%,5.54,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
203,2009,2009-12-13,13,33.289,ATL,,NOR,L 23-26,*,7,6,50,8.33,0,85.7%,7.14,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
204,2009,2009-12-20,14,33.296,ATL,@,NYJ,W 10-7,*,10,3,32,10.67,1,30.0%,3.20,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
205,2009,2009-12-27,15,33.303,ATL,,BUF,W 31-3,*,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
206,2009,2010-01-03,16,33.310,ATL,@,TAM,W 20-10,*,7,3,30,10.00,0,42.9%,4.29,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0
207,2010,2010-09-12,1,34.197,ATL,@,PIT,L 9-15,*,5,2,35,17.50,0,40.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
208,2010,2010-09-19,2,34.204,ATL,,ARI,W 41-7,*,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
209,2010,2010-09-26,3,34.211,ATL,@,NOR,W 27-24,*,9,8,110,13.75,1,88.9%,12.22,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
210,2010,2010-10-03,4,34.218,ATL,,SFO,W 16-14,*,12,7,41,5.86,0,58.3%,3.42,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0
211,2010,2010-10-10,5,34.225,ATL,@,CLE,W 20-10,*,8,5,41,8.20,0,62.5%,5.13,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
212,2010,2010-10-17,6,34.232,ATL,@,PHI,L 17-31,*,7,3,19,6.33,2,42.9%,2.71,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,0,0
213,2010,2010-10-24,7,34.239,ATL,,CIN,W 39-32,*,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
214,2010,2010-11-07,8,34.253,ATL,,TAM,W 27-21,*,11,8,72,9.00,0,72.7%,6.55,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
215,2010,2010-11-11,9,34.257,ATL,,BAL,W 26-21,*,5,4,38,9.50,0,80.0%,7.60,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
216,2010,2010-11-21,10,34.267,ATL,@,STL,W 34-17,*,8,4,46,11.50,0,50.0%,5.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
217,2010,2010-11-28,11,34.274,ATL,,GNB,W 20-17,*,6,6,51,8.50,1,100.0%,8.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
218,2010,2010-12-05,12,34.281,ATL,@,TAM,W 28-24,*,5,3,38,12.67,0,60.0%,7.60,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
219,2010,2010-12-12,13,34.288,ATL,@,CAR,W 31-10,*,7,4,28,7.00,1,57.1%,4.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
220,2010,2010-12-19,14,34.295,ATL,@,SEA,W 34-18,*,8,4,26,6.50,0,50.0%,3.25,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
221,2010,2010-12-27,15,34.303,ATL,,NOR,L 14-17,*,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
222,2010,2011-01-02,16,34.309,ATL,,CAR,W 31-10,*,8,6,53,8.83,1,75.0%,6.63,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
223,2011,2011-09-11,1,35.196,ATL,@,CHI,L 12-30,*,7,5,72,14.40,0,71.4%,10.29,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0
224,2011,2011-09-18,2,35.203,ATL,,PHI,W 35-31,*,9,7,83,11.86,2,77.8%,9.22,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,1,0
225,2011,2011-09-25,3,35.210,ATL,@,TAM,L 13-16,*,8,2,18,9.00,1,25.0%,2.25,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
226,2011,2011-10-02,4,35.217,ATL,@,SEA,W 30-28,*,9,7,56,8.00,1,77.8%,6.22,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
227,2011,2011-10-09,5,35.224,ATL,,GNB,L 14-25,*,8,6,60,10.00,0,75.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0
228,2011,2011-10-16,6,35.231,ATL,,CAR,W 31-17,*,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
229,2011,2011-10-23,7,35.238,ATL,@,DET,W 23-16,*,8,5,62,12.40,0,62.5%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0
230,2011,2011-11-06,8,35.252,ATL,@,IND,W 31-7,*,6,4,36,9.00,1,66.7%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
231,2011,2011-11-13,9,35.259,ATL,,NOR,L 23-26,*,10,6,71,11.83,1,60.0%,7.10,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
232,2011,2011-11-20,10,35.266,ATL,,TEN,W 23-17,*,6,5,74,14.80,1,83.3%,12.33,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
233,2011,2011-11-27,11,35.273,ATL,,MIN,W 24-14,*,9,9,69,7.67,0,100.0%,7.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
234,2011,2011-12-04,12,35.280,ATL,@,HOU,L 10-17,*,10,7,100,14.29,0,70.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
235,2011,2011-12-11,13,35.287,ATL,@,CAR,W 31-23,*,11,7,82,11.71,0,63.6%,7.45,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
236,2011,2011-12-15,14,35.291,ATL,,JAX,W 41-14,*,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
237,2011,2011-12-26,15,35.302,ATL,@,NOR,L 16-45,*,9,5,41,8.20,0,55.6%,4.56,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
238,2011,2012-01-01,16,35.308,ATL,,TAM,W 45-24,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
239,2012,2012-09-09,1,36.195,ATL,@,KAN,W 40-24,*,6,5,53,10.60,1,83.3%,8.83,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
240,2012,2012-09-17,2,36.203,ATL,,DEN,W 27-21,*,10,7,70,10.00,1,70.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
241,2012,2012-09-23,3,36.209,ATL,@,SDG,W 27-3,*,12,9,91,10.11,1,75.0%,7.58,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
242,2012,2012-09-30,4,36.216,ATL,,CAR,W 30-28,*,5,5,51,10.20,0,100.0%,10.20,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
243,2012,2012-10-07,5,36.223,ATL,@,WAS,W 24-17,*,14,13,123,9.46,1,92.9%,8.79,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
244,2012,2012-10-14,6,36.230,ATL,,OAK,W 23-20,*,7,4,42,10.50,0,57.1%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
245,2012,2012-10-28,7,36.244,ATL,@,PHI,W 30-17,*,5,3,29,9.67,0,60.0%,5.80,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
246,2012,2012-11-04,8,36.251,ATL,,DAL,W 19-13,*,5,4,36,9.00,0,80.0%,7.20,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
247,2012,2012-11-11,9,36.258,ATL,@,NOR,L 27-31,*,15,11,122,11.09,2,73.3%,8.13,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
248,2012,2012-11-18,10,36.265,ATL,,ARI,W 23-19,*,8,3,33,11.00,0,37.5%,4.13,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
249,2012,2012-11-25,11,36.272,ATL,@,TAM,W 24-23,*,5,5,62,12.40,0,100.0%,12.40,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
250,2012,2012-11-29,12,36.276,ATL,,NOR,W 23-13,*,5,4,58,14.50,1,80.0%,11.60,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
251,2012,2012-12-09,13,36.286,ATL,@,CAR,L 20-30,*,9,8,61,7.63,0,88.9%,6.78,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
252,2012,2012-12-16,14,36.293,ATL,,NYG,W 34-0,*,7,6,49,8.17,1,85.7%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
253,2012,2012-12-22,15,36.299,ATL,@,DET,W 31-18,*,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
254,2012,2012-12-30,16,36.307,ATL,,TAM,L 17-22,*,9,5,41,8.20,0,55.6%,4.56,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
255,2013,2013-09-08,1,37.193,ATL,@,NOR,L 17-23,*,6,3,36,12.00,1,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
256,2013,2013-09-15,2,37.200,ATL,,STL,W 31-24,*,8,4,33,8.25,0,50.0%,4.13,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
257,2013,2013-09-22,3,37.207,ATL,@,MIA,L 23-27,*,5,4,24,6.00,0,80.0%,4.80,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
258,2013,2013-09-29,4,37.214,ATL,,NWE,L 23-30,*,14,12,149,12.42,2,85.7%,10.64,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
259,2013,2013-10-07,5,37.222,ATL,,NYJ,L 28-30,*,14,10,97,9.70,0,71.4%,6.93,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
260,2013,2013-10-20,6,37.235,ATL,,TAM,W 31-23,*,4,2,30,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
261,2013,2013-10-27,7,37.242,ATL,@,ARI,L 13-27,*,8,3,26,8.67,0,37.5%,3.25,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
262,2013,2013-11-03,8,37.249,ATL,@,CAR,L 10-34,*,7,6,81,13.50,1,85.7%,11.57,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
263,2013,2013-11-10,9,37.256,ATL,,SEA,L 10-33,*,5,3,29,9.67,0,60.0%,5.80,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
264,2013,2013-11-17,10,37.263,ATL,@,TAM,L 28-41,*,9,7,63,9.00,0,77.8%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,2,0.0,0,0
265,2013,2013-11-21,11,37.267,ATL,,NOR,L 13-17,*,6,4,43,10.75,0,66.7%,7.17,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
266,2013,2013-12-01,12,37.277,ATL,@,BUF,W 34-31,*,7,4,42,10.50,1,57.1%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
267,2013,2013-12-08,13,37.284,ATL,@,GNB,L 21-22,*,6,3,25,8.33,1,50.0%,4.17,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
268,2013,2013-12-15,14,37.291,ATL,,WAS,W 27-26,*,7,6,62,10.33,1,85.7%,8.86,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,1,0
269,2013,2013-12-23,15,37.299,ATL,@,SFO,L 24-34,*,11,8,63,7.88,1,72.7%,5.73,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
270,2013,2013-12-29,16,37.305,ATL,,CAR,L 20-21,*,4,4,56,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
