ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
146,1970,1970-12-20,14,33.121,NYG,,RAM,L 3-31,0,0,,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
147,1971,1971-09-19,1,34.029,NYG,@,GNB,W 42-40,6,30,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
148,1971,1971-09-26,2,34.036,NYG,,WAS,L 3-30,2,2,1.00,0,2,20,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
149,1971,1971-10-11,4,34.051,NYG,@,DAL,L 13-20,7,27,3.86,0,3,18,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
150,1971,1971-10-17,5,34.057,NYG,,BAL,L 7-31,0,0,,0,3,25,8.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
151,1971,1971-10-24,6,34.064,NYG,@,PHI,L 7-23,2,2,1.00,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
152,1971,1971-10-31,7,34.071,NYG,,MIN,L 10-17,0,0,,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
153,1971,1971-11-07,8,34.078,NYG,,SDG,W 35-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1971,1971-11-14,9,34.085,NYG,@,ATL,W 21-17,1,3,3.00,0,3,50,16.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
155,1971,1971-11-21,10,34.092,NYG,@,PIT,L 13-17,11,62,5.64,0,9,28,3.11,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
156,1971,1971-11-28,11,34.099,NYG,,STL,L 7-24,2,3,1.50,0,2,16,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
157,1971,1971-12-05,12,34.106,NYG,@,WAS,L 7-23,3,6,2.00,0,4,50,12.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
158,1971,1971-12-12,13,34.113,NYG,,DAL,L 14-42,3,3,1.00,0,5,35,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
159,1971,1971-12-19,14,34.120,NYG,,PHI,L 28-41,1,-7,-7.00,0,7,160,22.86,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
160,1972,1972-09-17,1,35.027,NYG,@,DET,L 16-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1972,1972-09-24,2,35.034,NYG,,DAL,L 14-23,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
162,1972,1972-10-02,3,35.042,NYG,@,PHI,W 27-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1972,1972-10-08,4,35.048,NYG,,NOR,W 45-21,2,47,23.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
164,1972,1972-10-15,5,35.055,NYG,@,SFO,W 23-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1972,1972-10-22,6,35.062,NYG,,STL,W 27-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1972,1972-10-29,7,35.069,NYG,,WAS,L 16-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1972,1972-11-05,8,35.076,NYG,,DEN,W 29-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1972,1972-11-12,9,35.083,NYG,@,WAS,L 13-27,3,7,2.33,0,4,26,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
169,1972,1972-11-19,10,35.090,NYG,@,STL,W 13-7,1,-19,-19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
170,1972,1972-11-26,11,35.097,NYG,,PHI,W 62-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1972,1972-12-03,12,35.104,NYG,@,CIN,L 10-13,0,0,,0,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
172,1972,1972-12-10,13,35.111,NYG,,MIA,L 13-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1972,1972-12-17,14,35.118,NYG,@,DAL,W 23-3,2,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
