ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring,sacks,tackles_solo,tackles_assists
144,2010,2010-09-26,3,31.095,NYJ,@,MIA,W 31-23,*,15,70,4.67,1,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,,,,,1,6,0.0,0,0
145,2010,2010-10-03,4,31.102,NYJ,@,BUF,W 38-14,*,19,133,7.00,2,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0,,,,,,2,12,0.0,0,0
146,2010,2010-10-11,5,31.110,NYJ,,MIN,W 29-20,*,20,94,4.70,0,7,5,13,2.60,0,71.4%,1.86,0,0,,0,0,0,,,,,,0,0,0.0,0,0
147,2010,2010-10-17,6,31.116,NYJ,@,DEN,W 24-20,*,16,55,3.44,2,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,2,12,0.0,0,0
148,2010,2010-10-31,7,31.130,NYJ,,GNB,L 0-9,*,16,54,3.38,0,7,5,37,7.40,0,71.4%,5.29,0,0,,0,0,0,,,,,,0,0,0.0,0,0
149,2010,2010-11-07,8,31.137,NYJ,@,DET,W 23-20,*,15,55,3.67,0,9,6,47,7.83,0,66.7%,5.22,0,0,,0,0,0,,,,,,0,0,0.0,0,0
150,2010,2010-11-14,9,31.144,NYJ,@,CLE,W 26-20,*,18,57,3.17,0,10,6,53,8.83,0,60.0%,5.30,0,0,,0,0,0,,,,,,0,0,0.0,0,0
151,2010,2010-11-21,10,31.151,NYJ,,HOU,W 30-27,*,12,36,3.00,0,9,7,71,10.14,0,77.8%,7.89,0,0,,0,0,0,,,,,,0,0,0.0,0,0
152,2010,2010-11-25,11,31.155,NYJ,,CIN,W 26-10,*,13,49,3.77,0,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0,,,,,,0,0,0.0,0,0
153,2010,2010-12-06,12,31.166,NYJ,@,NWE,L 3-45,*,10,47,4.70,0,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0,,,,,,0,0,0.0,0,0
154,2010,2010-12-12,13,31.172,NYJ,,MIA,L 6-10,*,19,49,2.58,0,3,2,5,2.50,0,66.7%,1.67,0,0,,0,0,0,,,,,,0,0,0.0,0,0
155,2010,2010-12-19,14,31.179,NYJ,@,PIT,W 22-17,*,11,49,4.45,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,0.0,0,0
156,2010,2010-12-26,15,31.186,NYJ,@,CHI,L 34-38,*,13,28,2.15,1,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,1,6,0.0,0,0
157,2011,2011-09-11,1,32.080,NYJ,,DAL,W 27-24,,5,16,3.20,0,7,6,73,12.17,0,85.7%,10.43,0,0,,0,0,0,,0,0,,,0,0,0.0,1,0
158,2011,2011-09-18,2,32.087,NYJ,,JAX,W 32-3,,6,8,1.33,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
159,2011,2011-09-25,3,32.094,NYJ,@,OAK,L 24-34,,6,38,6.33,0,7,5,116,23.20,1,71.4%,16.57,0,0,,0,0,0,,0,0,,,1,6,0.0,0,0
160,2011,2011-10-02,4,32.101,NYJ,@,BAL,L 17-34,,3,-3,-1.00,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
161,2011,2011-10-09,5,32.108,NYJ,@,NWE,L 21-30,,2,13,6.50,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
162,2011,2011-10-17,6,32.116,NYJ,,MIA,W 24-6,,7,25,3.57,0,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,,1,2,,,0,0,0.0,0,0
163,2011,2011-10-23,7,32.122,NYJ,,SDG,W 27-21,*,5,14,2.80,0,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
164,2011,2011-11-06,8,32.136,NYJ,@,BUF,W 27-11,,5,18,3.60,1,3,3,30,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,,,1,6,0.0,0,0
165,2011,2011-11-13,9,32.143,NYJ,,NWE,L 16-37,,7,38,5.43,0,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
166,2011,2011-12-04,12,32.164,NYJ,@,WAS,W 34-19,,1,5,5.00,0,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
167,2011,2011-12-11,13,32.171,NYJ,,KAN,W 37-10,,9,14,1.56,0,4,2,50,25.00,1,50.0%,12.50,0,0,,0,0,0,,0,0,,,1,6,0.0,0,0
168,2011,2011-12-18,14,32.178,NYJ,@,PHI,L 19-45,,3,9,3.00,0,4,4,12,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
169,2011,2011-12-24,15,32.184,NYJ,,NYG,L 14-29,,5,29,5.80,0,9,6,36,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
170,2011,2012-01-01,16,32.192,NYJ,@,MIA,L 17-19,,11,56,5.09,0,7,4,23,5.75,0,57.1%,3.29,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
